Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
31,4932862016,ocdobv (33/150),0,320,C Jusuf Nurkic F Lauri Markkanen G Collin Sexton PF Miles Bridges PG Quentin Grimes SF Kon Knueppel SG Cam Spencer UTIL Josh Giddey,,Nickeil Alexander-Walker,G,7.17%,26.75
33,4933250093,kszng (51/150),0,319.5,C Jalen Smith F Ryan Dunn G Stephon Castle PF Michael Porter Jr. PG Josh Giddey SF Kon Knueppel SG Mikal Bridges UTIL Lauri Markkanen,,Kevin Huerter,SG,6.72%,19.75
34,4932419879,3rd_and_schlong (122/150),0,319,C Jusuf Nurkic F OG Anunoby G Donovan Mitchell PF Michael Porter Jr. PG Cam Spencer SF Kelly Oubre Jr. SG Quentin Grimes UTIL Karl-Anthony Towns,,Jaylon Tyson,UTIL,6.53%,26.75
35,4931592032,iceman559 (2/4),0,318.5,C Nic Claxton F OG Anunoby G Kon Knueppel PF Royce O'Neale PG Keyonte George SF De'Andre Hunter SG Stephon Castle UTIL Brandon Ingram,,Ryan Kalkbrenner,C,6.50%,22.5
36,4931828564,westonselman (19/150),0,318.25,C Jusuf Nurkic F Scottie Barnes G Josh Giddey PF Miles Bridges PG Cam Spencer SF Kelly Oubre Jr. SG Collin Sexton UTIL Nic Claxton,,Taylor Hendricks,PF,6.28%,25.25
36,4934025105,tomjk321 (137/150),0,318.25,C Jusuf Nurkic F Karl-Anthony Towns G Josh Giddey PF Jalen Johnson PG Cam Spencer SF Brandon Ingram SG Quentin Grimes UTIL Jalen Smith,,Stephon Castle,SG,6.28%,48.25
38,4933701210,beaker913 (90/150),0,318,C Jusuf Nurkic F Ryan Dunn G Josh Giddey PF Michael Porter Jr. PG Tre Mann SF Kon Knueppel SG Stephon Castle UTIL Devin Booker,,Quentin Grimes,SG,6.17%,54.5
39,4934103732,Packattacker27 (90/150),0,317.25,C Jusuf Nurkic F Collin Murray-Boyles G Josh Giddey PF Miles Bridges PG Jalen Brunson SF Kelly Oubre Jr. SG Cam Spencer UTIL Stephon Castle,,Larry Nance Jr.,PF,6.10%,15.5
40,4932573887,fjbourne (104/150),0,317,C Jusuf Nurkic F Kelly Oubre Jr. G Josh Giddey PF Scottie Barnes PG Collin Sexton SF De'Andre Hunter SG Cam Spencer UTIL Stephon Castle,,Terance Mann,SF,5.54%,34.75
40,4933012095,Chadg20 (35/35),0,317,C Jusuf Nurkic F Brandon Ingram G Cam Spencer PF Scottie Barnes PG Quentin Grimes SF Kon Knueppel SG Cam Thomas UTIL Jalen Brunson,,Cam Thomas,SG,5.51%,32.25
42,4934025037,tomjk321 (69/150),0,316.75,C Jusuf Nurkic F OG Anunoby G Stephon Castle PF Jalen Johnson PG Cam Spencer SF Kelly Oubre Jr. SG Quentin Grimes UTIL Karl-Anthony Towns,,Devin Booker,PG,5.37%,52
43,4932862006,ocdobv (23/150),0,316.5,C Jusuf Nurkic F Karl-Anthony Towns G Josh Giddey PF Scottie Barnes PG Cam Spencer SF Kon Knueppel SG Keyonte George UTIL Andre Drummond,,Collin Gillespie,G,4.85%,28
43,4933760626,sullybrochill (24/150),0,316.5,C Jusuf Nurkic F Karl-Anthony Towns G Dyson Daniels PF Scottie Barnes PG Josh Giddey SF Kon Knueppel SG Cam Spencer UTIL Ryan Kalkbrenner,,Mikal Bridges,SG,4.67%,30.75
45,4932573901,fjbourne (118/150),0,316.25,C Nic Claxton F Scottie Barnes G Stephon Castle PF Jalen Johnson PG Keyonte George SF De'Andre Hunter SG Cam Spencer UTIL Jusuf Nurkic,,Nic Claxton,C,4.42%,42.25
45,4933250179,kszng (137/150),0,316.25,C Jalen Smith F Cedric Coward G Josh Giddey PF Ryan Dunn PG Devin Booker SF Lauri Markkanen SG Kon Knueppel UTIL Nic Claxton,,Matas Buzelis,PF,4.28%,26.25
47,4931525105,bpcologna (46/150),0,316,C Jusuf Nurkic F Jalen Johnson G Josh Giddey PF Miles Bridges PG Cam Spencer SF Taylor Hendricks SG Kon Knueppel UTIL Karl-Anthony Towns,,Kyle Filipowski,PF,4.16%,10.25
47,4934003505,EricX (41/75),0,316,C Collin Murray-Boyles F Miles Bridges G Keyonte George PF Jalen Johnson PG Tre Mann SF Kon Knueppel SG Cam Spencer UTIL Josh Giddey,,Santi Aldama,F,3.63%,24
49,4931828609,westonselman (64/150),0,315.75,C Andre Drummond F Royce O'Neale G Josh Giddey PF Scottie Barnes PG Quentin Grimes SF De'Andre Hunter SG Cam Thomas UTIL Jusuf Nurkic,,Immanuel Quickley,PG,3.50%,18.5
50,4934147847,OGcrook84,0,315.5,C Jusuf Nurkic F Karl-Anthony Towns G Collin Sexton PF Patrick Williams PG Quentin Grimes SF Brandon Ingram SG RJ Barrett UTIL Stephon Castle,,Adem Bona,C,3.48%,9.75
51,4931913171,B_Heals152 (16/20),0,315.25,C Andre Drummond F Miles Bridges G Jalen Brunson PF Collin Murray-Boyles PG Josh Giddey SF Kon Knueppel SG Keyonte George UTIL Jusuf Nurkic,,Devin Vassell,SF,3.45%,10.25
51,4932419881,3rd_and_schlong (124/150),0,315.25,C Andre Drummond F Miles Bridges G Josh Giddey PF Collin Murray-Boyles PG Jalen Brunson SF Kon Knueppel SG Keyonte George UTIL Jusuf Nurkic,,Jaylen Wells,SF,3.34%,16.75
53,4933673151,F0rsaken (59/69),0,315,C Jusuf Nurkic F Michael Porter Jr. G Josh Giddey PF Scottie Barnes PG Tre Mann SF Kelly Oubre Jr. SG Cam Spencer UTIL Karl-Anthony Towns,,Dylan Harper,PG,2.99%,12.75
53,4933701170,beaker913 (50/150),0,315,C Jusuf Nurkic F Lauri Markkanen G Quentin Grimes PF Jalen Johnson PG Tre Mann SF Kon Knueppel SG Dyson Daniels UTIL Stephon Castle,,Sandro Mamukelashvili,C,2.98%,6.75
53,4933756738,dacoltz (142/150),0,315,C Nic Claxton F Karl-Anthony Towns G Cam Spencer PF Scottie Barnes PG Keyonte George SF De'Andre Hunter SG RJ Barrett UTIL Jusuf Nurkic,,Tre Jones,G,2.95%,26.5
53,4934025047,tomjk321 (79/150),0,315,C Nic Claxton F OG Anunoby G Josh Giddey PF Miles Bridges PG Cam Spencer SF Brandon Ingram SG Stephon Castle UTIL Jusuf Nurkic,,Patrick Williams,UTIL,2.91%,23
57,4931170906,oxenduck (24/150),0,314.5,C Jusuf Nurkic F Karl-Anthony Towns G Quentin Grimes PF Jalen Johnson PG Cam Spencer SF De'Andre Hunter SG Tre Mann UTIL Josh Giddey,,Jalen Smith,UTIL,2.65%,19.25
57,4931525657,zroth2 (2/150),0,314.5,C Jusuf Nurkic F Michael Porter Jr. G Quentin Grimes PF Miles Bridges PG Cam Spencer SF Kelly Oubre Jr. SG Cam Thomas UTIL Josh Giddey,,Kristaps Porzingis,UTIL,2.41%,40
59,4932419824,3rd_and_schlong (67/150),0,314.25,C Jusuf Nurkic F De'Andre Hunter G VJ Edgecombe PF Jalen Johnson PG Cam Spencer SF Kon Knueppel SG Quentin Grimes UTIL Josh Giddey,,Lonzo Ball,UTIL,2.20%,21
60,4932419820,3rd_and_schlong (63/150),0,314,C Jusuf Nurkic F Grayson Allen G Keyonte George PF Scottie Barnes PG Quentin Grimes SF De'Andre Hunter SG Collin Sexton UTIL Nic Claxton,,Donovan Mitchell,SG,2.19%,55.5
61,4931170986,oxenduck (104/150),0,313.75,C Jusuf Nurkic F Karl-Anthony Towns G Quentin Grimes PF Jalen Johnson PG Cam Spencer SF OG Anunoby SG Tre Mann UTIL Josh Giddey,,RJ Barrett,SG,2.09%,43.5
61,4931333746,hixx (138/150),0,313.75,C Jusuf Nurkic F Nickeil Alexander-Walker G Donovan Mitchell PF Scottie Barnes PG Cam Spencer SF De'Andre Hunter SG Keyonte George UTIL Quentin Grimes,,Nikola Vucevic,UTIL,1.95%,44
61,4931525201,bpcologna (142/150),0,313.75,C Jusuf Nurkic F Scottie Barnes G Collin Sexton PF Michael Porter Jr. PG Cam Spencer SF Lauri Markkanen SG Quentin Grimes UTIL Keyonte George,,Grayson Allen,F,1.91%,26.75
61,4932573874,fjbourne (91/150),0,313.75,C Jusuf Nurkic F Michael Porter Jr. G Quentin Grimes PF Scottie Barnes PG Keyonte George SF Lauri Markkanen SG Collin Sexton UTIL Cam Spencer,,Jabari Walker,SF,1.50%,6.5
61,4932706317,broche003 (2/2),0,313.75,C Nic Claxton F Kon Knueppel G RJ Barrett PF Ryan Dunn PG Jalen Brunson SF Brandon Ingram SG Collin Sexton UTIL Kelly Oubre Jr.,,Kyle Anderson,SF,1.40%,9.5
66,4930991891,invertedcheese (67/150),0,313.25,C Jusuf Nurkic F Karl-Anthony Towns G Josh Giddey PF Miles Bridges PG Cam Spencer SF De'Andre Hunter SG Quentin Grimes UTIL Ryan Kalkbrenner,,John Konchar,F,1.40%,2.5
66,4931171005,oxenduck (123/150),0,313.25,C Jusuf Nurkic F Karl-Anthony Towns G Josh Giddey PF Miles Bridges PG Cam Spencer SF De'Andre Hunter SG Quentin Grimes UTIL Ryan Kalkbrenner,,Sion James,UTIL,1.37%,27.25
66,4934036979,bisht93375,0,313.25,C Nic Claxton F Brandon Ingram G Josh Giddey PF Michael Porter Jr. PG Cam Spencer SF Kelly Oubre Jr. SG Mikal Bridges UTIL OG Anunoby,,Onyeka Okongwu,C,1.36%,14.75
69,4933815350,bwilliams2003,0,313,C Jusuf Nurkic F Brandon Ingram G Quentin Grimes PF Miles Bridges PG Collin Sexton SF Kelly Oubre Jr. SG Keyonte George UTIL Nic Claxton,,Vince Williams Jr.,F,1.24%,26.25
69,4934013112,wtread5 (13/20),0,313,C Andre Drummond F Ryan Dunn G Jalen Brunson PF Miles Bridges PG Josh Giddey SF Kelly Oubre Jr. SG Quentin Grimes UTIL Jusuf Nurkic,,Jock Landale,UTIL,1.08%,26.5
71,4932419876,3rd_and_schlong (119/150),0,312.75,C Jusuf Nurkic F Scottie Barnes G RJ Barrett PF Miles Bridges PG Tre Mann SF Royce O'Neale SG Quentin Grimes UTIL Keyonte George,,Moussa Diabate,C,1.03%,35.5
71,4933890522,Skele1 (8/9),0,312.75,C Nic Claxton F Terance Mann G Kevin Huerter PF Ryan Dunn PG Tyrese Maxey SF Kelly Oubre Jr. SG Keyonte George UTIL Josh Giddey,,Kentavious Caldwell-Pope,G,1.01%,15.5
73,4931171004,oxenduck (122/150),0,312.5,C Jusuf Nurkic F Karl-Anthony Towns G Josh Giddey PF Miles Bridges PG Cam Spencer SF OG Anunoby SG Quentin Grimes UTIL Ryan Kalkbrenner,,Keldon Johnson,PF,1.01%,25.25
73,4933706489,joffyy (69/150),0,312.5,C Ryan Kalkbrenner F Karl-Anthony Towns G Josh Giddey PF Miles Bridges PG Quentin Grimes SF OG Anunoby SG Cam Spencer UTIL Jusuf Nurkic,,Luke Kennard,UTIL,0.68%,25
73,4934103672,Packattacker27 (30/150),0,312.5,C Jusuf Nurkic F Jalen Johnson G Quentin Grimes PF Michael Porter Jr. PG Cam Spencer SF Lauri Markkanen SG Tre Mann UTIL Josh Giddey,,Zaccharie Risacher,SF,0.66%,21
76,4934003495,EricX (31/75),0,312,C Andre Drummond F OG Anunoby G Keyonte George PF Scottie Barnes PG Collin Sexton SF Kon Knueppel SG Cam Spencer UTIL Josh Giddey,,Ziaire Williams,F,0.59%,22.75
76,4934009803,zoltar91282 (80/150),0,312,C Nic Claxton F Scottie Barnes G Jalen Brunson PF Jalen Johnson PG Cam Spencer SF Kon Knueppel SG Collin Sexton UTIL Jusuf Nurkic,,Trendon Watford,PF,0.52%,39.25
78,4931201904,relicck (12/150),0,311.75,C Jusuf Nurkic F Karl-Anthony Towns G Josh Giddey PF Scottie Barnes PG Tre Mann SF Royce O'Neale SG Cam Spencer UTIL Stephon Castle,,Julian Champagnie,UTIL,0.52%,20.75
78,4932573888,fjbourne (105/150),0,311.75,C Jusuf Nurkic F Scottie Barnes G Cam Spencer PF Jalen Johnson PG Keyonte George SF Kon Knueppel SG Collin Sexton UTIL Stephon Castle,,Ace Bailey,F,0.49%,9
78,4932677015,totototo (3/3),0,311.75,C Jalen Smith F Scottie Barnes G Quentin Grimes PF Santi Aldama PG Collin Gillespie SF Brandon Ingram SG Dyson Daniels UTIL Stephon Castle,,Jamison Battle,F,0.48%,0
78,4933706424,joffyy (4/150),0,311.75,C Jusuf Nurkic F Miles Bridges G Josh Giddey PF Scottie Barnes PG Cam Spencer SF Kelly Oubre Jr. SG Tre Mann UTIL Stephon Castle,,Dean Wade,PF,0.48%,25.5
78,4933912022,Naten (11/20),0,311.75,C Jusuf Nurkic F Royce O'Neale G Cam Spencer PF Karl-Anthony Towns PG Collin Sexton SF Brandon Ingram SG Quentin Grimes UTIL Josh Giddey,,KJ Simpson,PG,0.47%,18.5
83,4934156086,RubioDimes (69/77),0,311.5,C Jusuf Nurkic F Karl-Anthony Towns G Josh Giddey PF Miles Bridges PG Quentin Grimes SF Kelly Oubre Jr. SG Tre Mann UTIL Kevin Huerter,,Miles McBride,UTIL,0.41%,20.5
84,4933250188,kszng (146/150),0,311.25,C Nic Claxton F Ryan Dunn G Stephon Castle PF Jalen Johnson PG Cam Spencer SF Kon Knueppel SG Mikal Bridges UTIL Devin Booker,,Josh Hart,PF,0.36%,30.75
85,4931525726,zroth2 (71/150),0,311,C Jusuf Nurkic F OG Anunoby G Quentin Grimes PF Miles Bridges PG Collin Sexton SF Brandon Ingram SG Cam Spencer UTIL Josh Giddey,,Svi Mykhailiuk,SG,0.34%,11
85,4931891774,mbhabes (44/60),0,311,C Jusuf Nurkic F Scottie Barnes G Josh Giddey PF Kyle Filipowski PG Quentin Grimes SF Kelly Oubre Jr. SG Cam Spencer UTIL Jalen Brunson,,Day'Ron Sharpe,UTIL,0.32%,5
85,4931919626,Bd081668 (1/2),0,311,C Nic Claxton F Michael Porter Jr. G RJ Barrett PF Santi Aldama PG Quentin Grimes SF Kelly Oubre Jr. SG Cedric Coward UTIL Keyonte George,,Noah Clowney,F,0.31%,8.25
88,4934139553,Jumpshot43 (2/2),0,310.75,C Ryan Kalkbrenner F Jaylen Wells G Quentin Grimes PF Scottie Barnes PG Jalen Brunson SF Kon Knueppel SG Jaylon Tyson UTIL Keyonte George,,Jamal Shead,G,0.28%,18.75
89,4934025082,tomjk321 (114/150),0,310.5,C Jusuf Nurkic F De'Andre Hunter G Donovan Mitchell PF Miles Bridges PG Josh Giddey SF Kon Knueppel SG Cam Spencer UTIL Collin Gillespie,,Mark Williams,C,0.21%,24.75
90,4931828634,westonselman (89/150),0,310.25,C Andre Drummond F Karl-Anthony Towns G Josh Giddey PF Miles Bridges PG Tre Mann SF De'Andre Hunter SG Quentin Grimes UTIL Jusuf Nurkic,,Ochai Agbaji,SF,0.20%,6
90,4934103720,Packattacker27 (78/150),0,310.25,C Jusuf Nurkic F Brandon Ingram G Josh Giddey PF Michael Porter Jr. PG Tyrese Maxey SF Kelly Oubre Jr. SG Cam Spencer UTIL Collin Murray-Boyles,,Harrison Barnes,F,0.20%,24
92,4931333686,hixx (78/150),0,309.75,C Andre Drummond F Miles Bridges G Josh Giddey PF Jalen Johnson PG Quentin Grimes SF Brandon Ingram SG Cam Spencer UTIL Jusuf Nurkic,,Isaac Okoro,F,0.20%,14.75
92,4931499177,awen419 (83/150),0,309.75,C Andre Drummond F Karl-Anthony Towns G Josh Giddey PF Miles Bridges PG Tre Mann SF Kon Knueppel SG Stephon Castle UTIL Jusuf Nurkic,,Jalen Wilson,F,0.19%,1.5
92,4932713509,opatlion (20/50),0,309.75,C Jusuf Nurkic F Miles Bridges G Josh Giddey PF Jalen Johnson PG Cam Spencer SF Brandon Ingram SG Quentin Grimes UTIL Andre Drummond,,Jordan Clarkson,UTIL,0.15%,19.5
92,4934103757,Packattacker27 (115/150),0,309.75,C Jusuf Nurkic F Collin Murray-Boyles G Jalen Brunson PF Michael Porter Jr. PG Tre Mann SF De'Andre Hunter SG Keyonte George UTIL Josh Giddey,,Craig Porter Jr.,PG,0.14%,18.25
96,4931525165,bpcologna (106/150),0,309.5,C Jusuf Nurkic F Michael Porter Jr. G Tyrese Maxey PF Collin Murray-Boyles PG Cam Spencer SF Kelly Oubre Jr. SG Keyonte George UTIL Josh Giddey,,Mitchell Robinson,C,0.14%,11.75
96,4933012074,Chadg20 (14/35),0,309.5,C Jusuf Nurkic F Scottie Barnes G Jalen Brunson PF Michael Porter Jr. PG Tre Mann SF Kelly Oubre Jr. SG Cam Spencer UTIL Josh Giddey,,Vit Krejci,UTIL,0.13%,7.5
96,4933644241,CJCashing (150/150),0,309.5,C Jusuf Nurkic F De'Andre Hunter G Tyrese Maxey PF Scottie Barnes PG Cam Spencer SF Kon Knueppel SG Tre Mann UTIL Josh Giddey,,Gradey Dick,F,0.13%,13.5
96,4933657547,bgreseth (148/150),0,309.5,C Jusuf Nurkic F Kon Knueppel G Tre Mann PF Scottie Barnes PG Tyrese Maxey SF De'Andre Hunter SG Cam Spencer UTIL Josh Giddey,,LaMelo Ball,PG,0.13%,0
96,4933912019,Naten (8/20),0,309.5,C Jusuf Nurkic F Scottie Barnes G Josh Giddey PF Michael Porter Jr. PG Cam Spencer SF Kelly Oubre Jr. SG Tre Mann UTIL Jalen Brunson,,Jordan Goodwin,UTIL,0.12%,22.25
96,4934103665,Packattacker27 (23/150),0,309.5,C Jusuf Nurkic F Scottie Barnes G Jalen Brunson PF Michael Porter Jr. PG Tre Mann SF Kelly Oubre Jr. SG Cam Spencer UTIL Josh Giddey,,Ayo Dosunmu,SG,0.11%,0
102,4932573835,fjbourne (52/150),0,309.25,C Jusuf Nurkic F Kelly Oubre Jr. G Cam Spencer PF Scottie Barnes PG Collin Sexton SF De'Andre Hunter SG Keyonte George UTIL Josh Giddey,,Brice Sensabaugh,F,0.11%,10.25
102,4932713536,opatlion (47/50),0,309.25,C Jusuf Nurkic F Kelly Oubre Jr. G Cam Spencer PF Scottie Barnes PG Collin Sexton SF De'Andre Hunter SG Keyonte George UTIL Josh Giddey,,Ben Saraf,G,0.10%,0
102,4933012079,Chadg20 (19/35),0,309.25,C Jusuf Nurkic F Lauri Markkanen G Quentin Grimes PF Miles Bridges PG Collin Sexton SF Kon Knueppel SG Cam Spencer UTIL Karl-Anthony Towns,,Guerschon Yabusele,PF,0.09%,1.25
102,4934075659,Zodiackilla420,0,309.25,C Jusuf Nurkic F Kelly Oubre Jr. G Stephon Castle PF Michael Porter Jr. PG Josh Giddey SF De'Andre Hunter SG Keyonte George UTIL Andre Drummond,,Carter Bryant,SF,0.08%,15.75
106,4930991903,invertedcheese (79/150),0,309,C Jusuf Nurkic F Karl-Anthony Towns G Jalen Brunson PF Scottie Barnes PG Josh Giddey SF Taylor Hendricks SG Cam Spencer UTIL Ryan Kalkbrenner,,Tidjane Salaun,PF,0.07%,0
106,4931333687,hixx (79/150),0,309,C Ryan Kalkbrenner F Karl-Anthony Towns G Josh Giddey PF Scottie Barnes PG Jalen Brunson SF Taylor Hendricks SG Cam Spencer UTIL Jusuf Nurkic,,Walter Clayton Jr.,PG,0.06%,9.5
106,4933250176,kszng (134/150),0,309,C Jalen Smith F Kon Knueppel G Stephon Castle PF Jalen Johnson PG Josh Giddey SF John Konchar SG Keyonte George UTIL Michael Porter Jr.,,Liam McNeeley,PF,0.06%,5.75
106,4933723144,scott12e12 (6/69),0,309,C Jusuf Nurkic F Scottie Barnes G Josh Giddey PF Jalen Johnson PG Keyonte George SF Kelly Oubre Jr. SG Tre Mann UTIL Jalen Smith,,Nick Richards,C,0.06%,16.25
106,4934025053,tomjk321 (85/150),0,309,C Jusuf Nurkic F Kon Knueppel G Josh Giddey PF Ryan Dunn PG Keyonte George SF Kelly Oubre Jr. SG VJ Edgecombe UTIL Stephon Castle,,Mouhamed Gueye,PF,0.05%,7.25
