Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3982,4935784855,RainGlove40 (4/4),0,289.5,C Isaiah Jackson F Aaron Nesmith G D'Angelo Russell PF Karl-Anthony Towns PG Cade Cunningham SF Terance Mann SG Quenton Jackson UTIL Kyshawn George,,,
3982,4935796062,deadstone75 (3/13),0,289.5,C Jusuf Nurkic F PJ Washington G Donte DiVincenzo PF Karl-Anthony Towns PG Jalen Brunson SF Jaden McDaniels SG Quenton Jackson UTIL Taylor Hendricks,,,
3982,4935823574,bhy101 (47/60),0,289.5,C Isaiah Stewart F Ausar Thompson G Cooper Flagg PF Tari Eason PG Quenton Jackson SF Terance Mann SG Cam Thomas UTIL Nikola Jokic,,,
3982,4935851549,brbloomy (18/55),0,289.5,C Jusuf Nurkic F Tari Eason G Payton Pritchard PF Karl-Anthony Towns PG Ryan Rollins SF Aaron Nesmith SG Cam Thomas UTIL Amen Thompson,,,
3982,4935852052,weatherman172 (26/55),0,289.5,C Nikola Jokic F Aaron Nesmith G Russell Westbrook PF Bilal Coulibaly PG Ryan Rollins SF Terance Mann SG Quenton Jackson UTIL D'Angelo Russell,,,
3982,4935861712,bangbangskeetskeet (1/3),0,289.5,C Jusuf Nurkic F Julius Randle G Quenton Jackson PF Karl-Anthony Towns PG Dennis Schroder SF Terance Mann SG Payton Pritchard UTIL Cam Thomas,,,
3982,4935910118,zoltar91282 (13/150),0,289.5,C Naz Reid F Karl-Anthony Towns G Derrick White PF Jarace Walker PG Ryan Rollins SF Jaden McDaniels SG Payton Pritchard UTIL Tari Eason,,,
3982,4935933299,tewinn23,0,289.5,C Jusuf Nurkic F OG Anunoby G Ryan Rollins PF Julius Randle PG Jalen Brunson SF Terance Mann SG Max Christie UTIL Russell Westbrook,,,
3982,4935934394,Skatsuf (56/107),0,289.5,C Jusuf Nurkic F Tyrese Martin G Reed Sheppard PF Karl-Anthony Towns PG Derrick White SF Tari Eason SG Quenton Jackson UTIL Nikola Jokic,,,
3982,4936007656,LouisLipps (10/10),0,289.5,C Marvin Bagley III F Jarace Walker G Payton Pritchard PF Julius Randle PG Ryan Rollins SF Tari Eason SG Tyrese Martin UTIL Nikola Jokic,,,
3982,4936022424,rcollins587 (1/3),0,289.5,C Jusuf Nurkic F Jaden McDaniels G Kyshawn George PF Karl-Anthony Towns PG CJ McCollum SF Tari Eason SG Russell Westbrook UTIL Jalen Duren,,,
3982,4936046579,loegs14,0,289.5,C Rudy Gobert F Josh Minott G Mike Conley PF Karl-Anthony Towns PG Ryan Rollins SF Jaylen Brown SG Russell Westbrook UTIL Jock Landale,,,
3982,4936048777,bennett99 (37/50),0,289.5,C Nic Claxton F Tari Eason G Ryan Rollins PF Jarace Walker PG D'Angelo Russell SF OG Anunoby SG Cam Thomas UTIL Alperen Sengun,,,
4046,4934746650,oxenduck (5/150),0,289.25,C Myles Turner F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Tari Eason SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4934746774,oxenduck (129/150),0,289.25,C Noah Clowney F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Quenton Jackson SF Tari Eason SG Christian Braun UTIL Cade Cunningham,,,
4046,4934765346,AaronCosta (118/150),0,289.25,C Jusuf Nurkic F Ronald Holland II G Tyrese Martin PF Julius Randle PG Amen Thompson SF Tari Eason SG Cam Thomas UTIL Cade Cunningham,,,
4046,4934801286,SirKevoAllen,0,289.25,C Jusuf Nurkic F Terance Mann G Russell Westbrook PF Julius Randle PG Ryan Rollins SF Ausar Thompson SG Kyshawn George UTIL Amen Thompson,,,
4046,4934819531,dpd80,0,289.25,C Alexandre Sarr F Cam Whitmore G D'Angelo Russell PF Karl-Anthony Towns PG Cade Cunningham SF Tari Eason SG Payton Pritchard UTIL Jusuf Nurkic,,,
4046,4934848482,YourPaalCal (1/15),0,289.25,C Myles Turner F Tari Eason G Cam Thomas PF Karl-Anthony Towns PG Amen Thompson SF Ausar Thompson SG Payton Pritchard UTIL Jusuf Nurkic,,,
4046,4934885672,kszng (134/150),0,289.25,C Marvin Bagley III F Pascal Siakam G Bub Carrington PF Giannis Antetokounmpo PG Ryan Rollins SF Tari Eason SG Russell Westbrook UTIL Jusuf Nurkic,,,
4046,4934930791,jmoore3903 (100/150),0,289.25,C Alexandre Sarr F Tari Eason G Josh Okogie PF Karl-Anthony Towns PG Derrick White SF Jarace Walker SG Tyrese Martin UTIL Alperen Sengun,,,
4046,4934943226,hittinmiddle (2/7),0,289.25,C Jusuf Nurkic F Tari Eason G Dennis Schroder PF Karl-Anthony Towns PG Ryan Rollins SF Taylor Hendricks SG Quenton Jackson UTIL Nikola Jokic,,,
4046,4934950148,Bsgolfer7 (12/101),0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4934967421,ocdobv (54/150),0,289.25,C Naz Reid F PJ Washington G Derrick White PF Pascal Siakam PG Quenton Jackson SF Jarace Walker SG Cam Thomas UTIL Ronald Holland II,,,
4046,4934989841,dajohns8,0,289.25,C Jusuf Nurkic F Tari Eason G Dennis Schroder PF Karl-Anthony Towns PG Ryan Rollins SF Taylor Hendricks SG Quenton Jackson UTIL Nikola Jokic,,,
4046,4935000453,Chuckpickz (1/3),0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935026750,sdoyle8448 (5/11),0,289.25,C Myles Turner F Ausar Thompson G Payton Pritchard PF Karl-Anthony Towns PG Amen Thompson SF Tari Eason SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935036435,lozingitall (75/150),0,289.25,C Jusuf Nurkic F Karl-Anthony Towns G Cade Cunningham PF Julius Randle PG Ryan Rollins SF Tari Eason SG Tyrese Martin UTIL Josh Okogie,,,
4046,4935049176,jdeegs99 (62/150),0,289.25,C Rudy Gobert F Tari Eason G Corey Kispert PF Karl-Anthony Towns PG Cade Cunningham SF Jarace Walker SG Ziaire Williams UTIL Jalen Duren,,,
4046,4935049531,westonselman (125/150),0,289.25,C Jusuf Nurkic F Pascal Siakam G Payton Pritchard PF Noah Clowney PG Ryan Rollins SF Jarace Walker SG Cam Thomas UTIL Amen Thompson,,,
4046,4935056021,jpm11 (83/150),0,289.25,C Isaiah Stewart F Tari Eason G Derrick White PF Giannis Antetokounmpo PG Ryan Rollins SF Tyrese Martin SG Payton Pritchard UTIL Ausar Thompson,,,
4046,4935056635,skijmb (28/150),0,289.25,C Rudy Gobert F Karl-Anthony Towns G Jamal Murray PF Noah Clowney PG Derrick White SF Justin Champagnie SG Russell Westbrook UTIL Jalen Duren,,,
4046,4935056653,skijmb (46/150),0,289.25,C Isaiah Jackson F Karl-Anthony Towns G Cade Cunningham PF Noah Clowney PG Payton Pritchard SF Justin Champagnie SG Quenton Jackson UTIL Alperen Sengun,,,
4046,4935079813,tlaury88 (6/50),0,289.25,C Myles Turner F Justin Champagnie G Amen Thompson PF Karl-Anthony Towns PG Cade Cunningham SF Tyrese Martin SG Keyonte George UTIL Tari Eason,,,
4046,4935084112,bgreseth (41/150),0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935113818,relicck (28/150),0,289.25,C Jusuf Nurkic F Jaylen Brown G Derrick White PF Ronald Holland II PG Ryan Rollins SF OG Anunoby SG Cam Thomas UTIL Russell Westbrook,,,
4046,4935135895,MrFoot (1/9),0,289.25,C Alperen Sengun F Tari Eason G Quenton Jackson PF Julius Randle PG Derrick White SF Aaron Nesmith SG Russell Westbrook UTIL Tyrese Martin,,,
4046,4935165287,RichGreen4 (108/150),0,289.25,C Myles Turner F Isaiah Stewart G Jamal Murray PF Giannis Antetokounmpo PG Ryan Rollins SF Tari Eason SG Quenton Jackson UTIL Jusuf Nurkic,,,
4046,4935165301,RichGreen4 (122/150),0,289.25,C Marvin Bagley III F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Quenton Jackson SF Ausar Thompson SG Tyrese Martin UTIL Nikola Jokic,,,
4046,4935174391,TJB128 (149/150),0,289.25,C Jusuf Nurkic F Tari Eason G Cade Cunningham PF Karl-Anthony Towns PG Ryan Rollins SF Ronald Holland II SG Christian Braun UTIL Jalen Duren,,,
4046,4935186325,karatesbadboy (118/150),0,289.25,C Jusuf Nurkic F Tari Eason G Derrick White PF Naz Reid PG Ryan Rollins SF Justin Champagnie SG Keyonte George UTIL Nikola Jokic,,,
4046,4935221233,ehafner (20/150),0,289.25,C Nic Claxton F Tyrese Martin G Derrick White PF Julius Randle PG Keyonte George SF Jaden McDaniels SG Cam Thomas UTIL Ronald Holland II,,,
4046,4935221268,ehafner (55/150),0,289.25,C Jusuf Nurkic F Tari Eason G Cam Thomas PF Julius Randle PG Cade Cunningham SF Ronald Holland II SG Tyrese Martin UTIL Amen Thompson,,,
4046,4935247192,yongcyoon (4/6),0,289.25,C Jock Landale F Ausar Thompson G Mikal Bridges PF Julius Randle PG Russell Westbrook SF Aaron Nesmith SG Kyshawn George UTIL Jusuf Nurkic,,,
4046,4935250610,zokin (95/150),0,289.25,C Jalen Duren F Naji Marshall G D'Angelo Russell PF Tari Eason PG Amen Thompson SF Ausar Thompson SG Russell Westbrook UTIL Alperen Sengun,,,
4046,4935250647,zokin (132/150),0,289.25,C Isaiah Jackson F Karl-Anthony Towns G Jamal Murray PF Jarace Walker PG D'Angelo Russell SF Ronald Holland II SG Quenton Jackson UTIL Domantas Sabonis,,,
4046,4935292643,RElltt24 (12/17),0,289.25,C Jock Landale F Jaden McDaniels G Donte DiVincenzo PF Aaron Gordon PG Derrick White SF PJ Washington SG Cam Thomas UTIL Quenton Jackson,,,
4046,4935300828,KingSalad (1/3),0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935304595,jeckerman14,0,289.25,C Jusuf Nurkic F Jaden McDaniels G Keyonte George PF Karl-Anthony Towns PG Ryan Rollins SF Ausar Thompson SG Quenton Jackson UTIL Alexandre Sarr,,,
4046,4935308935,youdacao (83/150),0,289.25,C Nic Claxton F Karl-Anthony Towns G D'Angelo Russell PF Julius Randle PG Derrick White SF Cam Whitmore SG Payton Pritchard UTIL Tari Eason,,,
4046,4935331232,LUKWARM (50/50),0,289.25,C Jusuf Nurkic F Karl-Anthony Towns G Ryan Rollins PF Pascal Siakam PG Quenton Jackson SF Jarace Walker SG Payton Pritchard UTIL Tari Eason,,,
4046,4935352507,McLongrod (3/5),0,289.25,C Jusuf Nurkic F Tari Eason G Cade Cunningham PF Karl-Anthony Towns PG Quenton Jackson SF Taylor Hendricks SG Russell Westbrook UTIL Jamal Murray,,,
4046,4935368611,F0rsaken (58/150),0,289.25,C Myles Turner F Tari Eason G Kyshawn George PF Karl-Anthony Towns PG Derrick White SF Tyrese Martin SG Cam Thomas UTIL Alexandre Sarr,,,
4046,4935379225,madarg (50/100),0,289.25,C Rudy Gobert F Julius Randle G Ryan Rollins PF Karl-Anthony Towns PG Russell Westbrook SF Ausar Thompson SG Quenton Jackson UTIL Clint Capela,,,
4046,4935403642,sbcousle (119/150),0,289.25,C Jusuf Nurkic F Tari Eason G Jamal Murray PF Karl-Anthony Towns PG Cade Cunningham SF Taylor Hendricks SG Quenton Jackson UTIL Russell Westbrook,,,
4046,4935404306,Rudy0225 (11/12),0,289.25,C Jusuf Nurkic F Jarace Walker G D'Angelo Russell PF Karl-Anthony Towns PG Ryan Rollins SF Jaylen Brown SG Quenton Jackson UTIL OG Anunoby,,,
4046,4935442550,BigBuckets45555 (1/2),0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935519713,smokingcutler (12/21),0,289.25,C Myles Turner F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Tari Eason SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935520995,AButler40 (6/20),0,289.25,C Myles Turner F Ausar Thompson G Payton Pritchard PF Karl-Anthony Towns PG Amen Thompson SF Tari Eason SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935619469,droberts1413,0,289.25,C Jusuf Nurkic F PJ Washington G Ryan Rollins PF Aaron Gordon PG Keyonte George SF Ausar Thompson SG Quenton Jackson UTIL Julius Randle,,,
4046,4935663956,ajblais09 (1/2),0,289.25,C Jusuf Nurkic F Julius Randle G Quenton Jackson PF Giannis Antetokounmpo PG Ryan Rollins SF Terance Mann SG Russell Westbrook UTIL Steven Adams,,,
4046,4935673610,mikewein (3/76),0,289.25,C Myles Turner F Jarace Walker G Max Christie PF Karl-Anthony Towns PG Amen Thompson SF Tyrese Martin SG Quenton Jackson UTIL Cade Cunningham,,,
4046,4935686175,jkreisler11,0,289.25,C Jusuf Nurkic F Tari Eason G Cade Cunningham PF Karl-Anthony Towns PG Ryan Rollins SF Justin Champagnie SG Christian Braun UTIL Jaylen Brown,,,
4046,4935731840,kwax1 (3/21),0,289.25,C Nikola Jokic F Karl-Anthony Towns G Russell Westbrook PF Taylor Hendricks PG Ryan Rollins SF Tyrese Martin SG Quenton Jackson UTIL Ausar Thompson,,,
4046,4935761795,wholmes874 (2/2),0,289.25,C Jusuf Nurkic F Josh Minott G Tyrese Martin PF Karl-Anthony Towns PG Ryan Rollins SF Ausar Thompson SG Russell Westbrook UTIL Cade Cunningham,,,
4046,4935773945,Excelesq,0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935778475,Ipickthemwrong,0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935791829,gocavs (7/9),0,289.25,C Myles Turner F Karl-Anthony Towns G Tyrese Martin PF Pascal Siakam PG D'Angelo Russell SF Tari Eason SG Payton Pritchard UTIL Ausar Thompson,,,
4046,4935792105,bowbowski (3/5),0,289.25,C Marvin Bagley III F Terance Mann G D'Angelo Russell PF Julius Randle PG Keyonte George SF PJ Washington SG Payton Pritchard UTIL Lauri Markkanen,,,
4046,4935823579,bhy101 (52/60),0,289.25,C Nikola Jokic F Isaiah Stewart G Amen Thompson PF Justin Champagnie PG Payton Pritchard SF Terance Mann SG Quenton Jackson UTIL Jamal Murray,,,
4046,4935827973,jbm271 (24/50),0,289.25,C Jusuf Nurkic F PJ Washington G Jalen Brunson PF Noah Clowney PG Ryan Rollins SF Tyrese Martin SG Quenton Jackson UTIL Nikola Jokic,,,
4046,4935855453,nickthehick11 (56/150),0,289.25,C Isaiah Stewart F Jaylen Brown G Jalen Brunson PF Noah Clowney PG Quenton Jackson SF Tyrese Martin SG Cam Thomas UTIL Alperen Sengun,,,
4046,4935894213,xILoUieIx (94/150),0,289.25,C Myles Turner F Tari Eason G Cade Cunningham PF Karl-Anthony Towns PG Derrick White SF Jalen Wilson SG Quenton Jackson UTIL Russell Westbrook,,,
4046,4935917972,BigRayB,0,289.25,C Jusuf Nurkic F Jaylen Brown G Anfernee Simons PF Tari Eason PG Ryan Rollins SF Lauri Markkanen SG Keyonte George UTIL Russell Westbrook,,,
4046,4935952938,zgreenwx,0,289.25,C Myles Turner F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Payton Pritchard SF Ausar Thompson SG Cam Thomas UTIL Jusuf Nurkic,,,
4046,4935974883,Thebaddest23 (3/4),0,289.25,C Nikola Jokic F Noah Clowney G Duncan Robinson PF Karl-Anthony Towns PG Derrick White SF Tari Eason SG Quenton Jackson UTIL Gary Trent Jr.,,,
4046,4936047071,tristan214 (9/10),0,289.25,C Isaiah Stewart F Tari Eason G Derrick White PF Jarace Walker PG Quenton Jackson SF Kevin Durant SG Kyshawn George UTIL Amen Thompson,,,
4046,4936047072,tristan214 (10/10),0,289.25,C Noah Clowney F Karl-Anthony Towns G Payton Pritchard PF Jarace Walker PG Derrick White SF Ausar Thompson SG Cam Thomas UTIL D'Angelo Russell,,,
4111,4934640635,senio1 (1/2),0,289,C Myles Turner F OG Anunoby G Russell Westbrook PF Julius Randle PG Ryan Rollins SF Jaden McDaniels SG Quenton Jackson UTIL Dennis Schroder,,,
4111,4934731440,AFREE (7/13),0,289,C Nic Claxton F Cedric Coward G Ryan Rollins PF Karl-Anthony Towns PG Keyonte George SF Ausar Thompson SG Christian Braun UTIL Myles Turner,,,
4111,4934738746,hixx (53/150),0,289,C Jusuf Nurkic F Tari Eason G D'Angelo Russell PF Karl-Anthony Towns PG Amen Thompson SF Taylor Hendricks SG Payton Pritchard UTIL Alperen Sengun,,,
4111,4934746779,oxenduck (134/150),0,289,C Jalen Duren F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Ryan Rollins SF Tari Eason SG Quenton Jackson UTIL Russell Westbrook,,,
4111,4934757471,chris--26 (6/50),0,289,C Jalen Duren F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Ryan Rollins SF Ausar Thompson SG Quenton Jackson UTIL Russell Westbrook,,,
4111,4934787369,GoGators21 (1/2),0,289,C Jalen Duren F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Ryan Rollins SF Ausar Thompson SG Quenton Jackson UTIL Russell Westbrook,,,
4111,4934807868,OneDropKing (17/150),0,289,C Jusuf Nurkic F PJ Washington G Cooper Flagg PF Pascal Siakam PG Amen Thompson SF Tari Eason SG Quenton Jackson UTIL D'Angelo Russell,,,
4111,4934807941,OneDropKing (90/150),0,289,C Alexandre Sarr F PJ Washington G Amen Thompson PF Tari Eason PG Jalen Brunson SF Jarace Walker SG Quenton Jackson UTIL D'Angelo Russell,,,
4111,4934845206,KingGotEM2 (5/8),0,289,C Jalen Duren F Karl-Anthony Towns G Quenton Jackson PF Tari Eason PG Ryan Rollins SF Ausar Thompson SG Russell Westbrook UTIL Amen Thompson,,,
4111,4934859251,Yeahrightfoo (2/8),0,289,C Nic Claxton F Bilal Coulibaly G Russell Westbrook PF Julius Randle PG Ryan Rollins SF Ausar Thompson SG Quenton Jackson UTIL Amen Thompson,,,
4111,4934885603,kszng (65/150),0,289,C Jusuf Nurkic F Bilal Coulibaly G Keyonte George PF Pascal Siakam PG Amen Thompson SF Tari Eason SG Cam Thomas UTIL Klay Thompson,,,
4111,4934904311,PUNisher87,0,289,C Jusuf Nurkic F Giannis Antetokounmpo G Tyrese Martin PF Julius Randle PG Dennis Schroder SF Ausar Thompson SG Quenton Jackson UTIL Isaiah Jackson,,,
4111,4934925340,phils44 (4/22),0,289,C Nikola Jokic F Tari Eason G Derrick White PF Cam Whitmore PG Ryan Rollins SF Tyrese Martin SG Russell Westbrook UTIL Amen Thompson,,,
4111,4934930609,CJCashing (65/150),0,289,C Jusuf Nurkic F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Tari Eason SG Quenton Jackson UTIL Alexandre Sarr,,,
4111,4934967438,ocdobv (71/150),0,289,C Jusuf Nurkic F Tari Eason G Payton Pritchard PF Giannis Antetokounmpo PG Quenton Jackson SF Gary Trent Jr. SG Keyonte George UTIL Russell Westbrook,,,
4111,4934981876,luckyguesses (18/63),0,289,C Jusuf Nurkic F Tari Eason G Keyonte George PF Isaiah Stewart PG Jalen Brunson SF Lauri Markkanen SG Tyrese Martin UTIL Derrick White,,,
4111,4935011195,fjbourne (77/150),0,289,C Isaiah Stewart F Tari Eason G Tyrese Martin PF Giannis Antetokounmpo PG Jamal Murray SF Jarace Walker SG Quenton Jackson UTIL Jalen Duren,,,
4111,4935011204,fjbourne (86/150),0,289,C Isaiah Jackson F Tari Eason G Christian Braun PF Giannis Antetokounmpo PG Derrick White SF OG Anunoby SG Tyrese Martin UTIL Jalen Duren,,,
4111,4935011230,fjbourne (112/150),0,289,C Nic Claxton F Karl-Anthony Towns G Tyrese Martin PF Jarace Walker PG Cade Cunningham SF Tari Eason SG Quenton Jackson UTIL Jalen Duren,,,
4111,4935017088,acecollins07 (10/10),0,289,C Noah Clowney F Ausar Thompson G Tyrese Martin PF Karl-Anthony Towns PG Cade Cunningham SF Ziaire Williams SG Cam Thomas UTIL Amen Thompson,,,
4111,4935023000,mazwa (50/150),0,289,C Nic Claxton F Tari Eason G Christian Braun PF Justin Champagnie PG Jamal Murray SF Jaylen Brown SG Tyrese Martin UTIL Nikola Jokic,,,
4111,4935036442,lozingitall (82/150),0,289,C Nic Claxton F Karl-Anthony Towns G Cade Cunningham PF Noah Clowney PG Ryan Rollins SF Tari Eason SG Quenton Jackson UTIL Jalen Duren,,,
4111,4935049219,jdeegs99 (105/150),0,289,C Nikola Jokic F Tari Eason G Jordan Clarkson PF Karl-Anthony Towns PG Ryan Rollins SF Terance Mann SG Anfernee Simons UTIL Payton Pritchard,,,
4111,4935049480,westonselman (74/150),0,289,C Jusuf Nurkic F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Tari Eason SG Quenton Jackson UTIL Alexandre Sarr,,,
4111,4935049501,westonselman (95/150),0,289,C Jusuf Nurkic F Tari Eason G Derrick White PF Karl-Anthony Towns PG Payton Pritchard SF Jarace Walker SG Cam Thomas UTIL Ausar Thompson,,,
4111,4935084148,bgreseth (77/150),0,289,C Jusuf Nurkic F Ausar Thompson G Payton Pritchard PF Karl-Anthony Towns PG Derrick White SF Jarace Walker SG Cam Thomas UTIL Tari Eason,,,
4111,4935113173,opatlion (18/75),0,289,C Jalen Duren F Tari Eason G Amen Thompson PF Karl-Anthony Towns PG Ryan Rollins SF Ausar Thompson SG Quenton Jackson UTIL Russell Westbrook,,,
4111,4935113802,relicck (12/150),0,289,C Jusuf Nurkic F PJ Washington G Derrick White PF Tari Eason PG Quenton Jackson SF Lauri Markkanen SG Russell Westbrook UTIL Jalen Duren,,,
4111,4935165215,RichGreen4 (36/150),0,289,C Myles Turner F Karl-Anthony Towns G Tyrese Martin PF Julius Randle PG Keyonte George SF Tari Eason SG Quenton Jackson UTIL Jalen Duren,,,
4111,4935172380,Naten (8/20),0,289,C Jusuf Nurkic F Tari Eason G Derrick White PF Jarace Walker PG Ryan Rollins SF Tyrese Martin SG Payton Pritchard UTIL Nikola Jokic,,,
4111,4935174332,TJB128 (90/150),0,289,C Myles Turner F Tari Eason G Russell Westbrook PF Pascal Siakam PG Derrick White SF Tyrese Martin SG Payton Pritchard UTIL Jalen Duren,,,
4111,4935222077,roadbeers (1/2),0,289,C Nikola Jokic F Josh Minott G Ryan Rollins PF Karl-Anthony Towns PG Quenton Jackson SF Tyrese Martin SG Duncan Robinson UTIL Russell Westbrook,,,
4111,4935241781,johns108,0,289,C Jock Landale F Aaron Nesmith G Mikal Bridges PF Julius Randle PG Russell Westbrook SF Kyle Kuzma SG Keyonte George UTIL Mike Conley,,,
4111,4935248715,dacoltz (1/150),0,289,C Alexandre Sarr F Ronald Holland II G Amen Thompson PF Tari Eason PG Ryan Rollins SF Ausar Thompson SG Tyrese Martin UTIL Nikola Jokic,,,
4111,4935249612,brealbc,0,289,C Jalen Duren F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Ryan Rollins SF Tari Eason SG Quenton Jackson UTIL Russell Westbrook,,,
4111,4935287617,giantsquid (77/150),0,289,C Nikola Jokic F Ronald Holland II G Derrick White PF Karl-Anthony Towns PG Ryan Rollins SF Tari Eason SG Tyrese Martin UTIL Reed Sheppard,,,
4111,4935287627,giantsquid (87/150),0,289,C Nikola Jokic F Tari Eason G Cam Thomas PF Karl-Anthony Towns PG Ryan Rollins SF Tyrese Martin SG Quenton Jackson UTIL Ronald Holland II,,,
4111,4935335393,UntuckedJerseyKyrie,0,289,C Jusuf Nurkic F Tari Eason G Russell Westbrook PF Josh Minott PG Cade Cunningham SF Jaylen Clark SG Quenton Jackson UTIL Nikola Jokic,,,
4111,4935377449,Bay101 (1/4),0,289,C Jalen Duren F Ausar Thompson G Quenton Jackson PF Karl-Anthony Towns PG Ryan Rollins SF Tari Eason SG Russell Westbrook UTIL Amen Thompson,,,
4111,4935429329,efeldkir (14/20),0,289,C Jusuf Nurkic F Jaren Jackson Jr. G Amen Thompson PF Isaiah Stewart PG Cade Cunningham SF Cam Whitmore SG Cam Thomas UTIL Tari Eason,,,
4111,4935433021,Yeahrightfoo (6/8),0,289,C Nic Claxton F OG Anunoby G Cam Thomas PF Tari Eason PG Amen Thompson SF Ausar Thompson SG Quenton Jackson UTIL Karl-Anthony Towns,,,
4111,4935503029,EricX (34/100),0,289,C Nikola Jokic F Tari Eason G Keyonte George PF Karl-Anthony Towns PG Ryan Rollins SF Ronald Holland II SG Jalen Wilson UTIL Reed Sheppard,,,
4111,4935533196,clintdavis9 (45/66),0,289,C Isaiah Jackson F Jaylen Brown G Cade Cunningham PF Karl-Anthony Towns PG Ryan Rollins SF Tyrese Martin SG Quenton Jackson UTIL Neemias Queta,,,
4111,4935545776,3rd_and_schlong (105/150),0,289,C Jusuf Nurkic F Tari Eason G D'Angelo Russell PF Pascal Siakam PG Derrick White SF Ronald Holland II SG Cam Thomas UTIL Amen Thompson,,,
4111,4935545803,3rd_and_schlong (132/150),0,289,C Jusuf Nurkic F Cameron Johnson G Kyshawn George PF Noah Clowney PG Amen Thompson SF OG Anunoby SG Tyrese Martin UTIL Nikola Jokic,,,
4111,4935577402,roberto1482,0,289,C Jusuf Nurkic F Jaylen Brown G Kyshawn George PF Karl-Anthony Towns PG Keyonte George SF Tari Eason SG Tim Hardaway Jr. UTIL Ausar Thompson,,,
4111,4935578945,goudsaab (33/66),0,289,C Jalen Duren F Josh Hart G Cam Thomas PF Giannis Antetokounmpo PG Russell Westbrook SF Ronald Holland II SG Ziaire Williams UTIL Tari Eason,,,
4111,4935586911,beaker913 (19/150),0,289,C Jusuf Nurkic F Ausar Thompson G Tyrese Martin PF Isaiah Stewart PG CJ McCollum SF Jaylen Brown SG Quenton Jackson UTIL Nikola Jokic,,,
4111,4935589455,TheHaba (10/15),0,289,C Myles Turner F Isaiah Stewart G Cade Cunningham PF Karl-Anthony Towns PG Quenton Jackson SF Justin Champagnie SG Payton Pritchard UTIL Jalen Duren,,,
4111,4935618010,riwish3,0,289,C Alexandre Sarr F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Tari Eason SG Quenton Jackson UTIL Jusuf Nurkic,,,
4111,4935641826,idlove2win (64/150),0,289,C Jalen Duren F Karl-Anthony Towns G Bub Carrington PF Justin Champagnie PG Keyonte George SF Tari Eason SG Tyrese Martin UTIL Nikola Jokic,,,
4111,4935641872,idlove2win (110/150),0,289,C Day'Ron Sharpe F Karl-Anthony Towns G Mikal Bridges PF Jarace Walker PG Quenton Jackson SF Tari Eason SG Tyrese Martin UTIL Nikola Jokic,,,
4111,4935647163,DeepBurn13 (2/2),0,289,C Jusuf Nurkic F Tyrese Martin G Derrick White PF Tari Eason PG Ryan Rollins SF Jarace Walker SG Payton Pritchard UTIL Nikola Jokic,,,
4111,4935663751,efbrown (8/10),0,289,C Jusuf Nurkic F Ausar Thompson G Amen Thompson PF Karl-Anthony Towns PG Derrick White SF Tari Eason SG Quenton Jackson UTIL Alexandre Sarr,,,
4111,4935681935,l800Eddie (23/100),0,289,C Myles Turner F Tari Eason G Amen Thompson PF Noah Clowney PG Cade Cunningham SF Justin Champagnie SG Tyrese Martin UTIL Nikola Jokic,,,
