Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,4941455846,StealCityHall (19/20),0,371.5,C Nikola Jovic F Naji Marshall G Donovan Mitchell PF Trendon Watford PG Luka Doncic SF Zaccharie Risacher SG Trey Murphy III UTIL Bub Carrington,,Justin Champagnie,SF,16.25%,8.25
12,4942056405,shanenolan,0,371.25,C Alexandre Sarr F Trendon Watford G Keaton Wallace PF Mouhamed Gueye PG Luka Doncic SF Naji Marshall SG Jaime Jaquez Jr. UTIL Donovan Mitchell,,Andrew Wiggins,PF,15.70%,26.75
13,4941081336,zroth2 (63/150),0,370.75,C Alexandre Sarr F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG CJ McCollum SF Zaccharie Risacher SG Trey Murphy III UTIL Onyeka Okongwu,,Kel'el Ware,UTIL,15.33%,32.5
14,4941882932,PICKPRO,0,370.5,C Jalen Smith F Trendon Watford G Stephon Castle PF Deni Avdija PG Luka Doncic SF Max Christie SG Kevin Huerter UTIL Naji Marshall,,Josh Giddey,G,14.64%,40.25
15,4942169596,topspacey (4/5),0,369.75,C Onyeka Okongwu F Trendon Watford G Donovan Mitchell PF Naji Marshall PG Keaton Wallace SF PJ Washington SG Dyson Daniels UTIL Deni Avdija,,Donovan Mitchell,G,14.38%,49
16,4941880148,nerdytenor (45/150),0,369.5,C Alexandre Sarr F Deni Avdija G Josh Giddey PF Mouhamed Gueye PG Keaton Wallace SF Naji Marshall SG Trey Murphy III UTIL Onyeka Okongwu,,Tre Johnson,SG,14.26%,21.25
16,4942140793,kurtz79,0,369.5,C Alexandre Sarr F PJ Washington G Trey Murphy III PF Trendon Watford PG Jrue Holiday SF Naji Marshall SG Dyson Daniels UTIL Harrison Barnes,,Derik Queen,C,13.60%,33.75
18,4942240002,Needanatty (7/10),0,368.75,C Onyeka Okongwu F Nikola Jovic G Keaton Wallace PF Deni Avdija PG Luka Doncic SF Zaccharie Risacher SG Dyson Daniels UTIL Trendon Watford,,Evan Mobley,PF,12.55%,43.5
19,4941673398,nbrplaytime (2/3),0,367.5,C Alexandre Sarr F Mouhamed Gueye G Tyrese Maxey PF Deni Avdija PG Keaton Wallace SF Naji Marshall SG Donovan Mitchell UTIL Brandon Williams,,Jarrett Allen,C,12.47%,22.75
20,4941693587,anshuld95 (49/50),0,367,C Jalen Smith F Deni Avdija G Keaton Wallace PF Trendon Watford PG Luka Doncic SF Pelle Larsson SG Donovan Mitchell UTIL Mouhamed Gueye,,Joel Embiid,C,11.80%,44
21,4940929603,papagates (30/150),0,366.5,C Kel'el Ware F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Jrue Holiday SF Brandon Ingram SG Trey Murphy III UTIL Onyeka Okongwu,,Jaime Jaquez Jr.,SF,10.99%,42.5
21,4941047554,bpcologna (23/150),0,366.5,C Alexandre Sarr F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Keaton Wallace SF De'Andre Hunter SG Trey Murphy III UTIL Onyeka Okongwu,,Saddiq Bey,PF,10.55%,21.5
21,4942224261,slicedbread (2/2),0,366.5,C Onyeka Okongwu F Deni Avdija G Keaton Wallace PF Trendon Watford PG Luka Doncic SF Naji Marshall SG Dyson Daniels UTIL Derik Queen,,CJ McCollum,PG,10.01%,43
24,4941596242,ShaidyAdvice (13/150),0,366.25,C Mouhamed Gueye F Evan Mobley G Keaton Wallace PF Deni Avdija PG Jrue Holiday SF Zaccharie Risacher SG Trey Murphy III UTIL Kel'el Ware,,Marcus Smart,F,9.97%,11
25,4942210193,pchtribal79,0,366,C Onyeka Okongwu F Deni Avdija G Luka Doncic PF Trendon Watford PG Keaton Wallace SF Zaccharie Risacher SG Trey Murphy III UTIL Derik Queen,,Scottie Barnes,F,9.11%,38.25
26,4941162727,invertedcheese (105/150),0,365,C Onyeka Okongwu F Mouhamed Gueye G Jrue Holiday PF Deni Avdija PG CJ McCollum SF Zaccharie Risacher SG Dyson Daniels UTIL Joel Embiid,,Vit Krejci,SF,8.92%,24.75
27,4942038683,lsahr (9/60),0,364.75,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Trendon Watford PG CJ McCollum SF PJ Washington SG Trey Murphy III UTIL Luka Doncic,,Jrue Holiday,G,8.23%,58.25
28,4940994865,Blackdog68,0,364.5,C Marvin Bagley III F Trendon Watford G Luka Doncic PF Nikola Jovic PG Tyrese Maxey SF Naji Marshall SG Stephon Castle UTIL Brandon Williams,,Sandro Mamukelashvili,C,8.16%,22.75
29,4941081332,zroth2 (59/150),0,363.75,C Onyeka Okongwu F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Jrue Holiday SF Zaccharie Risacher SG Donovan Mitchell UTIL Keaton Wallace,,Bub Carrington,G,7.84%,14.25
29,4941162711,invertedcheese (89/150),0,363.75,C Joel Embiid F Deni Avdija G Keaton Wallace PF Mouhamed Gueye PG Jrue Holiday SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Onyeka Okongwu,,Kyshawn George,SG,7.55%,19
29,4941315094,cheddabisque (145/150),0,363.75,C Joel Embiid F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Jrue Holiday SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Onyeka Okongwu,,Herbert Jones,F,7.48%,31.75
29,4941453059,jpm11 (126/150),0,363.75,C Joel Embiid F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Jrue Holiday SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Onyeka Okongwu,,RJ Barrett,SG,6.98%,35.25
29,4942124270,scott12e12 (65/70),0,363.75,C Joel Embiid F Mouhamed Gueye G Jrue Holiday PF Deni Avdija PG Keaton Wallace SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Onyeka Okongwu,,Norman Powell,SG,6.95%,33
29,4942207815,kymcd14 (15/15),0,363.75,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Trendon Watford PG Jrue Holiday SF Zaccharie Risacher SG Donovan Mitchell UTIL Luka Doncic,,Tyrese Maxey,PG,6.40%,53.5
35,4941069542,seanmcb,0,363.5,C Victor Wembanyama F Nikola Jovic G Brandon Williams PF Trendon Watford PG Luka Doncic SF Naji Marshall SG Max Christie UTIL Keaton Wallace,,Trey Murphy III,SG,6.27%,60.75
35,4941787708,JBCJBCJBC (49/150),0,363.5,C Onyeka Okongwu F Deni Avdija G Jrue Holiday PF Mouhamed Gueye PG CJ McCollum SF Zaccharie Risacher SG Dyson Daniels UTIL Stephon Castle,,Immanuel Quickley,PG,6.26%,40.5
37,4941162758,invertedcheese (136/150),0,363.25,C Onyeka Okongwu F Mouhamed Gueye G Jrue Holiday PF Deni Avdija PG Keaton Wallace SF Toumani Camara SG Trey Murphy III UTIL Joel Embiid,,Victor Wembanyama,C,6.18%,53
38,4941047620,bpcologna (89/150),0,362.25,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Trendon Watford PG Immanuel Quickley SF PJ Washington SG Trey Murphy III UTIL Luka Doncic,,Max Christie,UTIL,5.93%,30.25
39,4940889661,oxenduck (71/150),0,362,C Joel Embiid F Deni Avdija G Donovan Mitchell PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Trey Murphy III UTIL Onyeka Okongwu,,Trendon Watford,PF,5.93%,62.75
39,4941047553,bpcologna (22/150),0,362,C Joel Embiid F Deni Avdija G Donovan Mitchell PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Trey Murphy III UTIL Onyeka Okongwu,,Asa Newell,F,5.88%,33.75
39,4941186920,beaker913 (38/150),0,362,C Joel Embiid F Deni Avdija G Trey Murphy III PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Naji Marshall,PF,5.27%,50.5
42,4940929713,papagates (140/150),0,361.75,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Evan Mobley PG Jrue Holiday SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Trey Murphy III,,Stephon Castle,SG,5.06%,42.5
42,4941047587,bpcologna (56/150),0,361.75,C Onyeka Okongwu F Mouhamed Gueye G Luka Doncic PF Asa Newell PG Keaton Wallace SF Jaime Jaquez Jr. SG Trey Murphy III UTIL Deni Avdija,,Matas Buzelis,F,4.90%,7.5
42,4941443710,wwilder73 (16/20),0,361.75,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Luka Doncic SF Jaime Jaquez Jr. SG Trey Murphy III UTIL Asa Newell,,Davion Mitchell,UTIL,4.85%,34
42,4942147675,ocdobv (89/150),0,361.75,C Onyeka Okongwu F Deni Avdija G Luka Doncic PF Mouhamed Gueye PG Keaton Wallace SF Jaime Jaquez Jr. SG Trey Murphy III UTIL Asa Newell,,Jose Alvarado,PG,4.51%,19
42,4942171234,hixx (27/150),0,361.75,C Onyeka Okongwu F Asa Newell G Keaton Wallace PF Deni Avdija PG Luka Doncic SF Jaime Jaquez Jr. SG Trey Murphy III UTIL Mouhamed Gueye,,Jake LaRavia,F,4.26%,27.75
47,4941844402,step426 (1/2),0,361.5,C Derik Queen F Mouhamed Gueye G Davion Mitchell PF Deni Avdija PG Luka Doncic SF Zaccharie Risacher SG Stephon Castle UTIL Trendon Watford,,Corey Kispert,F,4.02%,10.75
48,4941640174,KMasonbx (19/45),0,361.25,C Alexandre Sarr F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Jrue Holiday SF Zaccharie Risacher SG Stephon Castle UTIL Keaton Wallace,,D'Angelo Russell,G,3.96%,10
49,4941081401,zroth2 (128/150),0,360.75,C Onyeka Okongwu F Mouhamed Gueye G Josh Giddey PF Trendon Watford PG Luka Doncic SF Zaccharie Risacher SG Trey Murphy III UTIL Asa Newell,,Lonzo Ball,SG,3.96%,13
49,4941162623,invertedcheese (1/150),0,360.75,C Alexandre Sarr F Evan Mobley G Jrue Holiday PF Mouhamed Gueye PG Keaton Wallace SF Jaime Jaquez Jr. SG Trey Murphy III UTIL Onyeka Okongwu,,Brandon Ingram,SF,3.79%,38
49,4941995209,zoltar91282 (5/150),0,360.75,C Onyeka Okongwu F Deni Avdija G Keaton Wallace PF Trendon Watford PG Luka Doncic SF Zaccharie Risacher SG Dyson Daniels UTIL Mouhamed Gueye,,Pelle Larsson,SF,3.70%,24.75
49,4942171269,hixx (62/150),0,360.75,C Joel Embiid F Deni Avdija G Trey Murphy III PF Mouhamed Gueye PG CJ McCollum SF Zaccharie Risacher SG RJ Barrett UTIL Onyeka Okongwu,,Jerami Grant,PF,3.48%,28.25
53,4942060850,cindan (1/3),0,360.5,C Alexandre Sarr F Deni Avdija G Keaton Wallace PF Nikola Jovic PG Jrue Holiday SF De'Andre Hunter SG Vit Krejci UTIL Donovan Mitchell,,Daniel Gafford,C,3.46%,17.25
54,4941010965,spokey888 (8/14),0,360,C Alexandre Sarr F Collin Murray-Boyles G Luka Doncic PF Mouhamed Gueye PG Jrue Holiday SF Naji Marshall SG Cooper Flagg UTIL Nikola Jovic,,Julian Champagnie,F,3.46%,18.75
54,4941081350,zroth2 (77/150),0,360,C Mouhamed Gueye F Deni Avdija G Donovan Mitchell PF Trendon Watford PG Josh Giddey SF Zaccharie Risacher SG Max Christie UTIL Onyeka Okongwu,,Toumani Camara,F,3.34%,23.25
56,4941165222,AFREE (6/14),0,359.75,C Joel Embiid F Naji Marshall G Tyrese Maxey PF Trendon Watford PG Jose Alvarado SF Brandon Ingram SG Trey Murphy III UTIL Zaccharie Risacher,,Kelly Oubre Jr.,F,2.97%,29
56,4941995914,TSCANS13 (25/50),0,359.75,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Trendon Watford PG CJ McCollum SF Jaime Jaquez Jr. SG Donovan Mitchell UTIL Luka Doncic,,Kevin Huerter,SG,2.90%,31.75
56,4942083460,MandoF1285k,0,359.75,C Alexandre Sarr F Trendon Watford G Jrue Holiday PF Justin Champagnie PG Tyrese Maxey SF Naji Marshall SG Stephon Castle UTIL CJ McCollum,,Collin Murray-Boyles,PF,2.81%,28.25
56,4942193238,jblaketheking (150/150),0,359.75,C Onyeka Okongwu F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Keaton Wallace SF Max Christie SG Dyson Daniels UTIL Deni Avdija,,Nikola Jovic,F,2.78%,55.25
60,4940889611,oxenduck (21/150),0,359.5,C Joel Embiid F Deni Avdija G Jrue Holiday PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Brandon Williams,PG,2.71%,33.5
60,4940921029,papagates (20/150),0,359.5,C Joel Embiid F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Jrue Holiday SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Harrison Barnes,UTIL,2.63%,18.5
60,4941047672,bpcologna (141/150),0,359.5,C Joel Embiid F Deni Avdija G Jrue Holiday PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Jaylon Tyson,SF,2.58%,39.75
60,4941153167,mbhabes (47/50),0,359.5,C Alexandre Sarr F Deni Avdija G Trey Murphy III PF Mouhamed Gueye PG Keaton Wallace SF Herbert Jones SG Donovan Mitchell UTIL Onyeka Okongwu,,Deandre Ayton,UTIL,2.52%,15.75
60,4941162630,invertedcheese (8/150),0,359.5,C Alexandre Sarr F Mouhamed Gueye G Trey Murphy III PF Deni Avdija PG Keaton Wallace SF Herbert Jones SG Donovan Mitchell UTIL Onyeka Okongwu,,Jeremiah Fears,PG,2.47%,29.25
60,4941162635,invertedcheese (13/150),0,359.5,C Joel Embiid F Mouhamed Gueye G Jrue Holiday PF Deni Avdija PG Keaton Wallace SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Quentin Grimes,SG,2.32%,18.5
60,4941191969,tomjk321 (35/150),0,359.5,C Joel Embiid F Mouhamed Gueye G Jrue Holiday PF Deni Avdija PG Keaton Wallace SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Tre Jones,UTIL,1.30%,31.5
60,4941314987,cheddabisque (38/150),0,359.5,C Joel Embiid F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Jrue Holiday SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,De'Aaron Fox,UTIL,1.21%,34.25
60,4941702074,cagea65 (2/5),0,359.5,C Joel Embiid F Deni Avdija G Jrue Holiday PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Ochai Agbaji,SF,1.14%,2.5
60,4941787755,JBCJBCJBC (96/150),0,359.5,C Alexandre Sarr F Deni Avdija G Donovan Mitchell PF Mouhamed Gueye PG Keaton Wallace SF Herbert Jones SG Trey Murphy III UTIL Onyeka Okongwu,,De'Andre Hunter,SF,1.10%,39.5
60,4941880125,nerdytenor (22/150),0,359.5,C Alexandre Sarr F Deni Avdija G Donovan Mitchell PF Mouhamed Gueye PG Keaton Wallace SF Vit Krejci SG Trey Murphy III UTIL Joel Embiid,,Sam Merrill,SG,1.02%,23
60,4942000483,aarondp987 (44/150),0,359.5,C Joel Embiid F Deni Avdija G Keaton Wallace PF Mouhamed Gueye PG Jrue Holiday SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Isaac Okoro,F,0.99%,29.5
60,4942176079,mvandygriff (4/6),0,359.5,C Alexandre Sarr F Deni Avdija G Donovan Mitchell PF Mouhamed Gueye PG Keaton Wallace SF Herbert Jones SG Trey Murphy III UTIL Onyeka Okongwu,,Nikola Vucevic,UTIL,0.97%,24.25
60,4942201832,MPascavis (150/150),0,359.5,C Joel Embiid F Mouhamed Gueye G Jrue Holiday PF Deni Avdija PG Keaton Wallace SF Zaccharie Risacher SG Donovan Mitchell UTIL Onyeka Okongwu,,Simone Fontecchio,PF,0.96%,9.25
74,4940980769,bully12345,0,359.25,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Luka Doncic SF Marcus Smart SG Trey Murphy III UTIL Trendon Watford,,Ayo Dosunmu,SG,0.91%,19.25
74,4941383213,wtread5 (133/150),0,359.25,C Kel'el Ware F Mouhamed Gueye G Trey Murphy III PF Trendon Watford PG Jeremiah Fears SF Zaccharie Risacher SG Jaime Jaquez Jr. UTIL Victor Wembanyama,,Shaedon Sharpe,SG,0.89%,33.25
74,4942173316,lame45,0,359.25,C Alexandre Sarr F Deni Avdija G Brandon Williams PF Trendon Watford PG Luka Doncic SF Naji Marshall SG Jake LaRavia UTIL Derik Queen,,Dru Smith,SG,0.89%,35.75
77,4941162700,invertedcheese (78/150),0,358.5,C Onyeka Okongwu F Scottie Barnes G Keaton Wallace PF Mouhamed Gueye PG Jrue Holiday SF Jaime Jaquez Jr. SG Trey Murphy III UTIL Joel Embiid,,Patrick Williams,PF,0.80%,16.75
78,4942089158,Ian1978football (1/2),0,358.25,C Jarrett Allen F Evan Mobley G Brandon Williams PF Deni Avdija PG Davion Mitchell SF Naji Marshall SG Donovan Mitchell UTIL Trendon Watford,,Marvin Bagley III,C,0.76%,18.75
79,4941397817,relicck (32/150),0,357.75,C Onyeka Okongwu F Mouhamed Gueye G Jrue Holiday PF Trendon Watford PG Immanuel Quickley SF Zaccharie Risacher SG Norman Powell UTIL Luka Doncic,,Gradey Dick,SG,0.74%,6.25
80,4941329573,mazwa (107/150),0,357.5,C Alexandre Sarr F Evan Mobley G Keaton Wallace PF Trendon Watford PG Jrue Holiday SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Onyeka Okongwu,,Rui Hachimura,PF,0.72%,11
80,4941596378,ShaidyAdvice (149/150),0,357.5,C Mouhamed Gueye F Asa Newell G Tyrese Maxey PF Deni Avdija PG CJ McCollum SF PJ Washington SG Tre Johnson UTIL Trey Murphy III,,VJ Edgecombe,SG,0.68%,30.75
80,4941803424,willi55 (10/25),0,357.5,C Joel Embiid F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Luka Doncic SF Zaccharie Risacher SG Trey Murphy III UTIL Asa Newell,,Devin Vassell,UTIL,0.65%,22.5
83,4942092771,Blomo3221 (7/10),0,357,C Alexandre Sarr F Deni Avdija G Keaton Wallace PF Mouhamed Gueye PG CJ McCollum SF Jerami Grant SG Trey Murphy III UTIL Joel Embiid,,Jaxson Hayes,UTIL,0.54%,9.75
84,4941047610,bpcologna (79/150),0,356.75,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Trendon Watford PG CJ McCollum SF De'Andre Hunter SG Donovan Mitchell UTIL Luka Doncic,,Donovan Clingan,C,0.49%,30.25
84,4941787768,JBCJBCJBC (109/150),0,356.75,C Alexandre Sarr F Deni Avdija G Jrue Holiday PF Mouhamed Gueye PG Keaton Wallace SF Brandon Ingram SG Jaime Jaquez Jr. UTIL Onyeka Okongwu,,Jalen Smith,UTIL,0.49%,42.75
86,4941661599,soonerdallas (2/3),0,356.5,C Kel'el Ware F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Keaton Wallace SF Brandon Ingram SG Trey Murphy III UTIL Onyeka Okongwu,,Jamal Shead,UTIL,0.49%,22.75
87,4941558939,Fennis34 (6/6),0,356.25,C Jarrett Allen F Nikola Jovic G Brandon Williams PF Trendon Watford PG Luka Doncic SF Naji Marshall SG Max Christie UTIL Tyrese Maxey,,Kris Murray,SF,0.48%,11.25
88,4941047532,bpcologna (1/150),0,356,C Alexandre Sarr F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Keaton Wallace SF Kelly Oubre Jr. SG Trey Murphy III UTIL Onyeka Okongwu,,Dalton Knecht,SF,0.46%,21
89,4941162736,invertedcheese (114/150),0,355.75,C Onyeka Okongwu F Mouhamed Gueye G Jrue Holiday PF Deni Avdija PG Keaton Wallace SF Brandon Ingram SG Dyson Daniels UTIL Immanuel Quickley,,Keldon Johnson,PF,0.42%,32
90,4941162650,invertedcheese (28/150),0,355.5,C Joel Embiid F Deni Avdija G Keaton Wallace PF Mouhamed Gueye PG CJ McCollum SF Jaime Jaquez Jr. SG Donovan Mitchell UTIL Onyeka Okongwu,,Andre Drummond,C,0.40%,17
90,4941162684,invertedcheese (62/150),0,355.5,C Alexandre Sarr F Deni Avdija G Jrue Holiday PF Mouhamed Gueye PG Keaton Wallace SF Max Christie SG Donovan Mitchell UTIL Onyeka Okongwu,,Moussa Cisse,C,0.34%,22.75
90,4942147665,ocdobv (79/150),0,355.5,C Joel Embiid F Deni Avdija G Keaton Wallace PF Mouhamed Gueye PG CJ McCollum SF Jaime Jaquez Jr. SG Donovan Mitchell UTIL Onyeka Okongwu,,Kevon Looney,UTIL,0.33%,12.5
93,4941047537,bpcologna (6/150),0,355.25,C Alexandre Sarr F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Keaton Wallace SF Jerami Grant SG Trey Murphy III UTIL Onyeka Okongwu,,Jordan Hawkins,SG,0.30%,5
94,4941596302,ShaidyAdvice (73/150),0,355,C Onyeka Okongwu F Mouhamed Gueye G Trey Murphy III PF Evan Mobley PG Keaton Wallace SF Herbert Jones SG Dyson Daniels UTIL Deni Avdija,,Cam Whitmore,PF,0.27%,24.25
94,4941952844,OM4R7 (36/50),0,355,C Alexandre Sarr F Deni Avdija G Keaton Wallace PF Asa Newell PG Luka Doncic SF Herbert Jones SG Trey Murphy III UTIL Mouhamed Gueye,,Nick Smith Jr.,G,0.19%,8.75
94,4941962784,dehrlich22 (44/60),0,355,C Alexandre Sarr F Asa Newell G Luka Doncic PF Deni Avdija PG Keaton Wallace SF Herbert Jones SG Trey Murphy III UTIL Mouhamed Gueye,,Nickeil Alexander-Walker,SF,0.18%,0
94,4942171289,hixx (82/150),0,355,C Alexandre Sarr F Asa Newell G Keaton Wallace PF Deni Avdija PG Luka Doncic SF Herbert Jones SG Trey Murphy III UTIL Mouhamed Gueye,,Craig Porter Jr.,G,0.17%,1.5
98,4942147678,ocdobv (92/150),0,354.75,C Joel Embiid F Jaime Jaquez Jr. G Josh Giddey PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Trey Murphy III UTIL Jrue Holiday,,Karlo Matkovic,F,0.15%,9.75
99,4941081389,zroth2 (116/150),0,354.5,C Alexandre Sarr F Deni Avdija G Keaton Wallace PF Trendon Watford PG Luka Doncic SF Zaccharie Risacher SG Cooper Flagg UTIL Mouhamed Gueye,,Adem Bona,C,0.14%,4.5
99,4941162663,invertedcheese (41/150),0,354.5,C Onyeka Okongwu F Mouhamed Gueye G Keaton Wallace PF Deni Avdija PG Jrue Holiday SF PJ Washington SG Trey Murphy III UTIL Jarrett Allen,,Jalen Johnson,PF,0.14%,0
99,4941596287,ShaidyAdvice (58/150),0,354.5,C Mouhamed Gueye F Zaccharie Risacher G Luka Doncic PF Deni Avdija PG CJ McCollum SF Herbert Jones SG Trey Murphy III UTIL Keaton Wallace,,Dwight Powell,UTIL,0.13%,8.75
99,4941843695,cypauerbach (6/10),0,354.5,C Onyeka Okongwu F Trendon Watford G Josh Giddey PF Mouhamed Gueye PG CJ McCollum SF Zaccharie Risacher SG Donovan Mitchell UTIL Joel Embiid,,Tyrese Proctor,UTIL,0.11%,11
99,4942052898,loegs14 (4/50),0,354.5,C Mouhamed Gueye F Herbert Jones G Keaton Wallace PF Deni Avdija PG CJ McCollum SF Zaccharie Risacher SG Trey Murphy III UTIL Luka Doncic,,Jabari Walker,SF,0.11%,4
99,4942196011,kymcd14 (12/15),0,354.5,C Alexandre Sarr F Deni Avdija G Luka Doncic PF Trendon Watford PG Keaton Wallace SF Zaccharie Risacher SG Cooper Flagg UTIL Mouhamed Gueye,,Klay Thompson,SF,0.09%,0
99,4942221896,dzekson,0,354.5,C Nikola Jovic F Deni Avdija G Bub Carrington PF Trendon Watford PG Luka Doncic SF Max Christie SG Tre Johnson UTIL Trey Murphy III,,Caleb Martin,SG,0.08%,0
106,4940853128,AaronCosta (55/150),0,354.25,C Alexandre Sarr F Deni Avdija G Keaton Wallace PF Mouhamed Gueye PG Brandon Williams SF Zaccharie Risacher SG Trey Murphy III UTIL Luka Doncic,,Jarred Vanderbilt,PF,0.08%,42.5
106,4941081358,zroth2 (85/150),0,354.25,C Kel'el Ware F Mouhamed Gueye G Luka Doncic PF Trendon Watford PG Keaton Wallace SF PJ Washington SG Trey Murphy III UTIL Onyeka Okongwu,,Bronny James,SG,0.07%,16.5
106,4942205788,mrgoodseats (137/150),0,354.25,C Sandro Mamukelashvili F Jaime Jaquez Jr. G Jrue Holiday PF Deni Avdija PG Immanuel Quickley SF Max Christie SG Trey Murphy III UTIL Onyeka Okongwu,,Jordan McLaughlin,UTIL,0.07%,0
109,4940889695,oxenduck (105/150),0,354,C Onyeka Okongwu F Deni Avdija G Jrue Holiday PF Mouhamed Gueye PG Keaton Wallace SF Zaccharie Risacher SG Jaylon Tyson UTIL Luka Doncic,,Dean Wade,PF,0.07%,11.75
