Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
45,4947105020,jjax33 (6/6),0,371.25,C Jalen Duren F Ayo Dosunmu G CJ McCollum PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Kon Knueppel UTIL Alexandre Sarr,,Toumani Camara,F,3.51%,22.75
50,4946296677,Dubbzz (11/25),0,371,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Deni Avdija PG Cade Cunningham SF Javonte Green SG Kon Knueppel UTIL Paul Reed,,Grayson Allen,SG,3.47%,61
51,4946081748,zroth2 (37/150),0,370.75,C Jalen Duren F Julius Randle G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Grayson Allen SG Javonte Green UTIL Brandon Williams,,Tre Mann,G,3.21%,16
52,4946288587,rsbathla (136/150),0,370.5,C Jalen Duren F Ayo Dosunmu G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Jaime Jaquez Jr. UTIL Julius Randle,,Davion Mitchell,PG,3.21%,25.5
52,4946892113,dakeith427,0,370.5,C Jalen Duren F Ayo Dosunmu G Cade Cunningham PF Naji Marshall PG Tre Jones SF Javonte Green SG Kevin Huerter UTIL Julius Randle,,Myles Turner,C,2.98%,29.75
54,4946288557,rsbathla (106/150),0,370,C Jalen Duren F Grayson Allen G Brandon Williams PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Ayo Dosunmu UTIL Anthony Edwards,,Collin Gillespie,G,2.97%,16.75
54,4946736724,moklovin (33/150),0,370,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Jaime Jaquez Jr. SG Kevin Huerter UTIL Kel'el Ware,,Paolo Banchero,UTIL,2.76%,45.75
54,4947014703,lilprog (10/50),0,370,C Paul Reed F Ayo Dosunmu G Cade Cunningham PF Ronald Holland II PG CJ McCollum SF Javonte Green SG Desmond Bane UTIL Victor Wembanyama,,Ryan Rollins,G,2.61%,36.5
57,4947130910,dstombau,0,369.75,C Jalen Duren F Jaime Jaquez Jr. G Kevin Huerter PF Nikola Jovic PG Cade Cunningham SF Kon Knueppel SG Ayo Dosunmu UTIL Duncan Robinson,,Donte DiVincenzo,UTIL,2.60%,22.25
58,4946297642,zokin (13/150),0,369.5,C Alexandre Sarr F Ayo Dosunmu G Tre Jones PF Lauri Markkanen PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Rudy Gobert,,Pelle Larsson,F,2.57%,20.75
58,4946766890,jbeesee (127/150),0,369.5,C Paul Reed F Julius Randle G Tre Jones PF Simone Fontecchio PG Cade Cunningham SF Marcus Smart SG Kon Knueppel UTIL Jalen Duren,,Isaac Okoro,UTIL,2.45%,10
60,4946824132,CartelLyfeTM,0,369.25,C Jalen Duren F Cam Whitmore G CJ McCollum PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Anthony Edwards UTIL Tre Jones,,Collin Sexton,PG,2.35%,18
60,4946843032,brugal (4/25),0,369.25,C Jalen Duren F Anthony Black G Tre Jones PF Nikola Jovic PG Cade Cunningham SF Kon Knueppel SG Ayo Dosunmu UTIL CJ McCollum,,Tre Johnson,UTIL,2.34%,19.5
60,4947018103,livinthamack,0,369.25,C Alexandre Sarr F Derik Queen G Cade Cunningham PF PJ Washington PG CJ McCollum SF Javonte Green SG Kevin Huerter UTIL Tre Jones,,Jaylon Tyson,SF,2.32%,30.75
63,4947011174,neterka,0,369,C Jalen Duren F Grayson Allen G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Ayo Dosunmu UTIL Alexandre Sarr,,Royce O'Neale,F,2.24%,28.75
64,4946262704,dkt519 (52/90),0,368.75,C Paul Reed F Ayo Dosunmu G Cade Cunningham PF Julius Randle PG Austin Reaves SF Javonte Green SG Desmond Bane UTIL Tre Jones,,Jalen Smith,C,2.17%,30.5
65,4946956273,BDholla89 (8/10),0,368.5,C Jalen Duren F Grayson Allen G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Austin Reaves UTIL Ayo Dosunmu,,Patrick Williams,PF,2.13%,14.5
66,4945949711,Kingvisions,0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Cooper Flagg,SG,2.08%,49.25
66,4946071569,rotomwash (3/5),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Tristan da Silva,PF,2.01%,5.75
66,4946075377,Patrick_Star (12/20),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Kyshawn George,SG,1.99%,29
66,4946222127,allyoucanbe (2/2),0,368.25,C Jalen Duren F Javonte Green G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Ayo Dosunmu SG Donovan Mitchell UTIL Kevin Huerter,,Sion James,UTIL,1.96%,11.75
66,4946223917,btaaffe5 (1/11),0,368.25,C Jalen Duren F Ayo Dosunmu G Cade Cunningham PF Ronald Holland II PG Tre Jones SF Javonte Green SG Kevin Huerter UTIL Donovan Mitchell,,Kel'el Ware,C,1.94%,46
66,4946244780,Barnzie28 (1/3),0,368.25,C Jalen Duren F Javonte Green G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Ayo Dosunmu SG Donovan Mitchell UTIL Kevin Huerter,,Ryan Kalkbrenner,C,1.81%,12
66,4946255503,jpm11 (60/150),0,368.25,C Jalen Duren F Ayo Dosunmu G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Tre Jones,,Norman Powell,G,1.70%,44
66,4946288458,rsbathla (7/150),0,368.25,C Jalen Duren F Ayo Dosunmu G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Tre Jones,,Miles Bridges,F,1.61%,58
66,4946293693,RoyalPain21 (54/150),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Simone Fontecchio PG Cade Cunningham SF Javonte Green SG Desmond Bane UTIL Anthony Edwards,,PJ Washington,UTIL,1.60%,29.25
66,4946306398,bgreseth (62/150),0,368.25,C Jalen Duren F Ayo Dosunmu G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Tre Jones,,Dru Smith,SG,1.38%,8
66,4946386201,Barnzie28 (2/3),0,368.25,C Jalen Duren F Javonte Green G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Ayo Dosunmu SG Donovan Mitchell UTIL Kevin Huerter,,Dillon Brooks,UTIL,1.35%,25.25
66,4946445213,msurebel23 (1/6),0,368.25,C Jalen Duren F Javonte Green G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Ayo Dosunmu SG Donovan Mitchell UTIL Kevin Huerter,,Stephon Castle,SG,1.35%,49.25
66,4946447327,hixx (2/150),0,368.25,C Jalen Duren F Ayo Dosunmu G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Tre Jones,,Cam Whitmore,F,1.34%,28
66,4946452020,msurebel23 (2/6),0,368.25,C Jalen Duren F Javonte Green G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Ayo Dosunmu SG Donovan Mitchell UTIL Kevin Huerter,,Simone Fontecchio,PF,1.29%,21.5
66,4946518672,mcmilland36,0,368.25,C Derik Queen F Grayson Allen G Kevin Huerter PF Julius Randle PG Cade Cunningham SF Jaime Jaquez Jr. SG Tre Mann UTIL Paul Reed,,Deandre Ayton,C,1.26%,20
66,4946573201,haloguitars (12/20),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Donovan Mitchell,,Wendell Carter Jr.,UTIL,1.24%,40.25
66,4946573202,haloguitars (13/20),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Donovan Mitchell,,Lonzo Ball,SG,1.23%,20.5
66,4946606987,opatlion (40/50),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Cole Anthony,SG,1.19%,14.75
66,4946628932,awen419 (88/150),0,368.25,C Rudy Gobert F Ayo Dosunmu G Tre Jones PF Kyle Filipowski PG Cade Cunningham SF Jaime Jaquez Jr. SG Austin Reaves UTIL Kevin Huerter,,Shaedon Sharpe,G,1.06%,37.25
66,4946690638,anshuld95 (13/50),0,368.25,C Jalen Duren F Ayo Dosunmu G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Tre Jones,,Moussa Diabate,C,0.95%,23.25
66,4946736694,moklovin (3/150),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Darius Garland,G,0.95%,24.75
66,4946736696,moklovin (5/150),0,368.25,C Jalen Duren F Ayo Dosunmu G Kevin Huerter PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Tre Jones,,Jose Alvarado,PG,0.89%,21.75
66,4946861694,Jimbobwae42,0,368.25,C Jalen Duren F Ayo Dosunmu G Donovan Mitchell PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Tre Jones,,Marvin Bagley III,UTIL,0.87%,24
66,4946865231,hungsterr (2/2),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Donovan Mitchell,,Max Christie,SG,0.87%,30.75
66,4946904054,dwilson05,0,368.25,C Jalen Duren F Ayo Dosunmu G Cade Cunningham PF Ronald Holland II PG Tre Jones SF Javonte Green SG Kevin Huerter UTIL Donovan Mitchell,,Bub Carrington,PG,0.81%,27.25
66,4946917347,kckoch20,0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Jerami Grant,PF,0.79%,24.75
66,4946924757,ztrivett21 (8/80),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Ace Bailey,G,0.74%,26.75
66,4947001077,Any.Given.Monday (1/2),0,368.25,C Jalen Duren F Javonte Green G Cade Cunningham PF Ronald Holland II PG Tre Jones SF Ayo Dosunmu SG Kevin Huerter UTIL Donovan Mitchell,,Marcus Smart,UTIL,0.73%,41
66,4947016368,pizzaman57,0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Donovan Mitchell,,Donovan Clingan,C,0.68%,13.25
66,4947085600,drbc12 (1/2),0,368.25,C Jalen Duren F Javonte Green G Daniss Jenkins PF Ronald Holland II PG Cade Cunningham SF Ayo Dosunmu SG Duncan Robinson UTIL Victor Wembanyama,,Jake LaRavia,SF,0.65%,13.75
66,4947086050,Pinneyaj (2/5),0,368.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Donovan Mitchell UTIL Kevin Huerter,,Sam Merrill,SG,0.61%,19.5
66,4947106165,Legit333 (2/2),0,368.25,C Jalen Duren F Ayo Dosunmu G Cade Cunningham PF Ronald Holland II PG Tre Jones SF Javonte Green SG Kevin Huerter UTIL Donovan Mitchell,,De'Andre Hunter,SF,0.61%,35
66,4947138869,mattryan858 (4/4),0,368.25,C Jalen Duren F Javonte Green G Cade Cunningham PF Ronald Holland II PG Tre Jones SF Ayo Dosunmu SG Kevin Huerter UTIL Donovan Mitchell,,Ryan Dunn,PF,0.57%,12
99,4946577446,FightinMiniDachshund,0,367.75,C Jalen Duren F Julius Randle G Tre Jones PF Cam Whitmore PG Cade Cunningham SF Ayo Dosunmu SG Sion James UTIL Jaime Jaquez Jr.,,Rui Hachimura,PF,0.57%,29.25
99,4946709896,mattmoss12 (94/150),0,367.75,C Wendell Carter Jr. F Ayo Dosunmu G Trey Murphy III PF Julius Randle PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Jeremiah Fears,,Klay Thompson,F,0.53%,16
101,4947046251,jjax33 (4/6),0,367.25,C Jalen Duren F Ayo Dosunmu G CJ McCollum PF Ronald Holland II PG Cade Cunningham SF Kon Knueppel SG Kevin Huerter UTIL Desmond Bane,,Julian Champagnie,SG,0.51%,8.5
102,4945938992,bpcologna (128/150),0,367,C Alexandre Sarr F Ayo Dosunmu G Cade Cunningham PF Evan Mobley PG CJ McCollum SF Ronald Holland II SG Javonte Green UTIL Tre Jones,,Ausar Thompson,F,0.49%,0
102,4946509291,EricX (11/50),0,367,C Marvin Bagley III F Jaime Jaquez Jr. G Donovan Mitchell PF Julius Randle PG Cade Cunningham SF Ronald Holland II SG Javonte Green UTIL Jalen Smith,,Keldon Johnson,UTIL,0.49%,21.75
102,4946585120,ddpensak107,0,367,C Jalen Duren F Ayo Dosunmu G Brandon Williams PF Naji Marshall PG Cade Cunningham SF Javonte Green SG Kon Knueppel UTIL Julius Randle,,Jaylen Clark,F,0.46%,4.75
102,4946711624,nickhop1988 (4/4),0,367,C Rudy Gobert F Ayo Dosunmu G Donovan Mitchell PF Ronald Holland II PG Tre Jones SF Javonte Green SG Kon Knueppel UTIL Cade Cunningham,,Corey Kispert,F,0.41%,15.75
102,4946736808,moklovin (117/150),0,367,C Alexandre Sarr F Evan Mobley G CJ McCollum PF Ronald Holland II PG Cade Cunningham SF Javonte Green SG Ayo Dosunmu UTIL Tre Jones,,Bobi Klintman,SF,0.41%,8.5
102,4946904933,bjdeware,0,367,C Paul Reed F Javonte Green G Cade Cunningham PF Nikola Jovic PG Jrue Holiday SF Ayo Dosunmu SG Donovan Mitchell UTIL Kon Knueppel,,Devin Vassell,F,0.37%,9
108,4946864925,sambo310 (1/2),0,366.5,C Jalen Duren F Julius Randle G Daniss Jenkins PF Derik Queen PG CJ McCollum SF Jaime Jaquez Jr. SG Kon Knueppel UTIL Jrue Holiday,,Harrison Barnes,PF,0.36%,17.75
109,4946255553,jpm11 (110/150),0,366.25,C Jalen Duren F Naz Reid G Tre Jones PF Julius Randle PG Cade Cunningham SF Ayo Dosunmu SG Kevin Huerter UTIL Brandon Williams,,Jarred Vanderbilt,PF,0.35%,2.25
109,4946687620,Kento1975,0,366.25,C Jalen Duren F Kon Knueppel G Duncan Robinson PF Kyle Filipowski PG Cade Cunningham SF Jaime Jaquez Jr. SG Kevin Huerter UTIL Tre Jones,,Gary Trent Jr.,SF,0.35%,11
111,4946766775,jbeesee (12/150),0,365.75,C Paul Reed F Ayo Dosunmu G Kevin Huerter PF Giannis Antetokounmpo PG Cade Cunningham SF Javonte Green SG Desmond Bane UTIL Tre Jones,,Svi Mykhailiuk,F,0.34%,18.75
111,4947108407,JadedOne1 (40/40),0,365.75,C Alexandre Sarr F Ronald Holland II G Cade Cunningham PF Deni Avdija PG CJ McCollum SF Javonte Green SG Ayo Dosunmu UTIL Tre Jones,,Daniss Jenkins,UTIL,0.33%,47.5
113,4946451515,NDIRISH13 (19/20),0,365.25,C Jalen Duren F Ayo Dosunmu G Tre Jones PF Matas Buzelis PG Cade Cunningham SF Javonte Green SG Kevin Huerter UTIL Alexandre Sarr,,Kyle Kuzma,SF,0.32%,38.25
113,4946651861,spursnation,0,365.25,C Jalen Duren F Jaden McDaniels G Brandon Williams PF Derik Queen PG Cade Cunningham SF Jaime Jaquez Jr. SG Kevin Huerter UTIL Tre Jones,,Khris Middleton,SF,0.32%,17.75
