Date,Rank,Points,Player_Count,Actual Score_sum,Actual Score_mean,Actual Score_std,Ownership_sum,Ownership_mean,Ownership_std,FPM_sum,FPM_mean,FPM_std,Usage_sum,Usage_mean,Usage_std,Momentum_sum,Momentum_mean,Momentum_std,FP_sum,FP_mean,FP_std,Minutes_sum,Minutes_mean,Minutes_std,ClutchFP_sum,ClutchFP_mean,ClutchFP_std,ClutchRatio_sum,ClutchRatio_mean,ClutchRatio_std,TouchesPerMin_sum,TouchesPerMin_mean,TouchesPerMin_std,ThreeRate_sum,ThreeRate_mean,ThreeRate_std,ScoringFrequency_sum,ScoringFrequency_mean,ScoringFrequency_std,ScoringConsistency_sum,ScoringConsistency_mean,ScoringConsistency_std,DominantQuarter_sum,DominantQuarter_mean,DominantQuarter_std,LateGameEmphasis_sum,LateGameEmphasis_mean,LateGameEmphasis_std,Substitutions_sum,Substitutions_mean,Substitutions_std,StarterOrStuffer_sum,StarterOrStuffer_mean,StarterOrStuffer_std
20251024,2,333.25,8,333.25,41.65625,11.879557396156281,83.43,10.42875,7.345718748262244,9.609244577722839,1.2011555722153548,0.22983634905271652,7.262750723620289,0.9078438404525361,0.2430523209095419,0.0,0.0,0.0,330.25,41.28125,11.446644470885655,274.0,34.25,6.7559497587576205,20.0,2.5,3.2596012026013246,0.4475713463370057,0.05594641829212571,0.06594032250572084,7.094668355537921,0.8868335444422402,0.18530682532786327,3.307142857142857,0.4133928571428571,0.25471878807369597,1.8684227705966834,0.23355284632458542,0.1256105487451726,0.9312902289302767,0.11641127861628459,0.05427015520829511,25.0,3.125,0.9910312089651149,3.6232142857142855,0.4529017857142857,0.27541334440245147,32.0,4.0,0.7559289460184544,3.0,0.375,0.5175491695067657
20251024,2,333.25,8,333.25,41.65625,14.88523807333964,123.77000000000001,15.471250000000001,10.78473449901692,8.680655111633373,1.240093587376196,0.3518279006124382,5.833680518463128,0.8333829312090183,0.3070786790682982,0.0,0.0,0.0,295.0,42.142857142857146,14.976270913554899,237.0,33.857142857142854,7.221001117771492,7.5,1.0714285714285714,2.8014664527197692,0.1463291103121611,0.020904158616023013,0.05428381662565789,6.1047474069213195,0.8721067724173314,0.2747509420855146,2.6714285714285717,0.3816326530612245,0.20697271924380736,1.3572395094134222,0.19389135848763175,0.13243831358257782,0.5826941019123875,0.08324201455891249,0.0537068348107557,17.0,2.4285714285714284,1.511857892036909,1.7597222222222222,0.2513888888888889,0.22259950611683033,31.0,4.428571428571429,0.9759000729485333,2.0,0.2857142857142857,0.48795003647426655
20251025,1,342.25,8,342.25,42.78125,15.779415558161299,217.84,27.23,16.011194298275907,10.930817430494155,1.3663521788117694,0.4556044499173546,6.644196312477245,0.8305245390596556,0.313565342593835,0.0,0.0,0.0,334.75,41.84375,14.58775018147565,245.0,30.625,4.657942525560891,21.0,2.625,3.005946487500116,0.6069704616500724,0.07587130770625905,0.08658837029700997,4.456420694567246,0.5570525868209057,0.5072039340292943,2.0454545454545454,0.2556818181818182,0.35847596531645354,0.9222295903330385,0.11527869879162982,0.16425567087146692,1.5000387284291172,0.18750484105363965,0.338712257445672,10.0,1.25,1.3887301496588271,1.0833333333333333,0.13541666666666666,0.1988932672214717,17.0,2.125,1.8850918886280925,3.0,0.375,0.5175491695067657
20251025,2,334.0,8,334.0,41.75,13.022645112045621,260.58000000000004,32.572500000000005,16.831858186189663,10.499169388520025,1.3123961735650032,0.37015566591347804,6.492168102456708,0.8115210128070885,0.28764310763550893,0.0,0.0,0.0,328.0,41.0,12.039369940799585,253.0,31.625,7.1501748230375455,21.25,2.65625,2.8658628094968437,0.5770876924175273,0.07213596155219092,0.07574324387948426,6.648748294503542,0.8310935368129427,0.3683608893576497,2.88006993006993,0.36000874125874127,0.32974000688383015,1.351086361581114,0.16888579519763924,0.14922575421488551,1.0061932523358204,0.12577415654197754,0.10949694780104258,17.0,2.125,1.4577379737113252,1.5675824175824176,0.1959478021978022,0.3015232856888221,26.0,3.25,1.9820624179302297,3.0,0.375,0.5175491695067657
20251025,3,333.5,8,333.5,41.6875,12.219532081291586,237.68,29.71,18.948001779305685,10.873458409684048,1.359182301210506,0.36999384941491925,6.893129042388236,0.8616411302985295,0.2967709330653004,0.0,0.0,0.0,327.5,40.9375,11.635651801989559,242.0,30.25,4.464142854857069,12.0,1.5,2.806243040080456,0.2598976622909162,0.032487207786364526,0.05227356264961144,5.835421574926822,0.7294276968658527,0.5025601879964634,1.7714285714285714,0.22142857142857142,0.22337851101588413,1.474102234596987,0.18426277932462337,0.19214942999658088,0.6154343892187017,0.07692929865233772,0.09110631926727818,14.0,1.75,1.4880476182856899,0.6547619047619047,0.08184523809523808,0.13369688955485834,16.0,2.0,1.6903085094570331,5.0,0.625,0.5175491695067657
20251026,1,409.75,8,409.75,51.21875,25.61125502447257,239.21,29.90125,25.51452775941021,8.760584801945097,1.2515121145635852,0.5542873738973825,6.091383675942499,0.8701976679917856,0.4252614927846638,0.0,0.0,0.0,320.5,45.785714285714285,22.844779022162342,250.0,35.714285714285715,2.811540841738193,36.5,5.214285714285714,4.144344970932709,0.7089498076023364,0.10127854394319091,0.06483800124219498,5.988611773538244,0.8555159676483205,0.4837606248023808,2.1125,0.30178571428571427,0.2688910820781604,1.8646589179677413,0.26637984542396304,0.2372982530872554,1.0174254463698915,0.14534649233855593,0.13124797249586637,12.0,1.7142857142857142,1.2535663410560174,1.8364621489621489,0.26235173556602126,0.15283883360870212,20.0,2.857142857142857,1.5735915849388864,4.0,0.5714285714285714,0.5345224838248488
20251026,2,408.25,8,408.25,51.03125,24.565305637655488,250.26,31.2825,24.604718333801635,9.212827021834375,1.3161181459763394,0.511714487301859,6.039202817879287,0.862743259697041,0.390170947537789,0.0,0.0,0.0,319.0,45.57142857142857,21.521652994578453,237.0,33.857142857142854,3.7161167647860327,33.5,4.785714285714286,4.603957924593639,0.6630869255254319,0.09472670364649027,0.07754546269433919,5.9956955217984635,0.8565279316854948,0.472533346905765,2.2916666666666665,0.3273809523809524,0.2783347590496704,1.8870847698053579,0.26958353854362255,0.2402335441559222,1.075008610692828,0.153572658670404,0.13193608539097032,16.0,2.2857142857142856,1.7043362064926935,2.2246031746031747,0.31780045351473923,0.17153010976278077,20.0,2.857142857142857,1.4638501094227998,5.0,0.7142857142857143,0.4879500364742666
20251026,3,408.0,8,408.0,51.0,28.36433877751629,269.61,33.70125,24.10253480297397,8.323293026418026,1.3872155044030043,0.7409866900966073,5.483893421393421,0.9139822368989035,0.5310192111678778,0.0,0.0,0.0,284.0,47.333333333333336,28.1893892567162,200.0,33.333333333333336,4.033195589934446,25.0,4.166666666666667,4.5378041679502505,0.45910241042741806,0.07651706840456968,0.0777749685315096,4.8396221833721835,0.8066036972286973,0.707256985015574,0.925,0.15416666666666667,0.2600080126970449,1.4729263791763794,0.2454877298627299,0.30670380346648746,0.8065259102524518,0.1344209850420753,0.1592637206503464,11.0,1.8333333333333333,1.8348478592697182,1.4239766081871343,0.23732943469785572,0.20409622031710034,12.0,2.0,1.6733200530681511,3.0,0.5,0.5477225575051661
20251027,1,414.25,8,414.25,51.78125,14.270622608802222,164.11,20.51375,12.922541697691342,10.326945899847821,1.2908682374809777,0.25482656053519526,7.143212120847359,0.8929015151059199,0.20563872376014394,0.0,0.0,0.0,405.25,50.65625,13.774936803069966,312.0,39.0,6.047431568147635,30.25,3.78125,2.0019521722558706,0.6302239564823527,0.07877799456029409,0.0432858241210316,6.568376245847176,0.821047030730897,0.4015067313018752,3.7173202614379086,0.4646650326797386,0.2737092717710857,1.8409078324775998,0.23011347905969998,0.1598798107322095,0.8527689969650454,0.10659612462063067,0.07723810274448606,21.0,2.625,1.5979898086569353,3.37975357975358,0.4224691974691975,0.32908009892046,28.0,3.5,1.6903085094570331,2.0,0.25,0.4629100498862757
20251027,2,413.0,8,413.0,51.625,13.016473079470162,156.67000000000002,19.583750000000002,11.082806423207334,10.413478637943058,1.3016848297428822,0.18612371708562955,7.316177118812357,0.9145221398515446,0.17974623749991672,0.0,0.0,0.0,405.5,50.6875,12.487672492731152,311.0,38.875,6.916594950861711,26.25,3.28125,2.365818719658316,0.5376889803414732,0.06721112254268415,0.050740306226373516,5.78401778023871,0.7230022225298387,0.49168494731912,3.399859943977591,0.42498249299719887,0.3192899868521981,1.5555573033770709,0.19444466292213386,0.17369215284306622,0.6648324987617673,0.08310406234522091,0.08147152561947792,19.0,2.375,1.8468119248354136,2.816117216117216,0.352014652014652,0.38216522907506717,25.0,3.125,2.100170061141308,0.0,0.0,0.0
20251027,3,410.75,8,410.75,51.34375,18.00393682146848,183.95,22.99375,16.501192976353472,11.262093780651577,1.4077617225814472,0.33244866003285345,6.896097700806987,0.8620122126008734,0.21889278571779716,0.0,0.0,0.0,400.25,50.03125,16.886933611100456,281.0,35.125,6.937218462755804,21.25,2.65625,2.191450514417986,0.4308231278922342,0.053852890986529275,0.04853789269520237,5.841839728723031,0.7302299660903788,0.5034621498463874,3.0081932773109243,0.37602415966386554,0.34909115388553674,1.3231503443671373,0.16539379304589216,0.17090668800793296,0.6808945711525703,0.0851118213940713,0.08220533394801219,17.0,2.125,1.7268882005337975,2.4045787545787545,0.3005723443223443,0.3437983174836132,25.0,3.125,2.2320714274285347,2.0,0.25,0.4629100498862757
20251028,1,367.75,1,43.0,43.0,,21.45,21.45,,1.2647058823529411,1.2647058823529411,,0.7941176470588235,0.7941176470588235,,0.0,0.0,,43.0,43.0,,34.0,34.0,,2.0,2.0,,0.0465116279069767,0.0465116279069767,,0.7941176470588235,0.7941176470588235,,0.75,0.75,,0.0588235294117647,0.0588235294117647,,1.0,1.0,,1.0,1.0,,0.0,0.0,,3.0,3.0,,1.0,1.0,
20251028,2,358.25,3,113.0,37.666666666666664,4.7849590733185305,44.32,14.773333333333333,5.785795825410133,3.764705882352941,1.2549019607843137,0.042522920521807596,2.2774509803921568,0.7591503267973856,0.03140827214515181,0.0,0.0,0.0,110.25,36.75,6.015604707757983,88.0,29.333333333333332,5.033222956847166,3.25,1.0833333333333333,1.0103629710818451,0.0809943865276663,0.026998128842555435,0.024142237775857958,2.727450980392157,0.9091503267973856,0.2234376603347698,1.4166666666666665,0.47222222222222215,0.41107357185968724,0.3754901960784313,0.12516339869281043,0.10818276882178354,2.189487544496336,0.7298291814987787,0.4679495843665848,5.0,1.6666666666666667,1.1547005383792517,0.5,0.16666666666666666,0.2886751345948129,9.0,3.0,1.0,3.0,1.0,0.0
20251028,3,358.0,3,130.5,43.5,7.798236980241111,28.02,9.34,2.4755605425842453,4.131410256410256,1.3771367521367521,0.2265536734453162,2.694871794871795,0.8982905982905983,0.25525809518347337,0.0,0.0,0.0,129.0,43.0,7.013380069552769,95.0,31.666666666666668,6.658328118479393,7.0,2.3333333333333335,1.282900359861721,0.156168447821743,0.05205614927391433,0.020533321240780243,2.394871794871795,0.7982905982905982,0.028127320806674037,1.2380952380952381,0.41269841269841273,0.3605656092571602,0.5794871794871794,0.19316239316239314,0.12095753552365467,1.3506675922146314,0.45022253073821045,0.47617588342333345,5.0,1.6666666666666667,0.5773502691896257,1.0,0.3333333333333333,0.14433756729740643,11.0,3.6666666666666665,0.5773502691896258,1.0,0.3333333333333333,0.5773502691896258
20251029,1,362.25,8,362.25,45.28125,10.469716106807427,208.67,26.08375,16.844542089777498,10.588212786650288,1.323526598331286,0.22225100319120406,6.758937346437346,0.8448671683046682,0.27367889232278686,0.0,0.0,0.0,357.0,44.625,9.950771685796893,268.0,33.5,2.5071326821120348,34.5,4.3125,3.5374274348942985,0.7273366175851822,0.09091707719814777,0.07274501251166099,6.192533442533442,0.7740666803166802,0.5152994028991522,2.6434591724065406,0.3304323965508176,0.27983619709291496,1.621041496041496,0.202630187005187,0.19712951848075339,1.6972163359433514,0.21215204199291893,0.32934058819213397,14.0,1.75,1.5811388300841898,1.3865546218487395,0.17331932773109243,0.20441942949865782,26.0,3.25,2.1213203435596424,4.0,0.5,0.5345224838248488
20251029,1,362.25,8,362.25,45.28125,10.325451823389757,205.07999999999998,25.634999999999998,17.56988657577829,10.893378227826759,1.3616722784783448,0.22497692701607458,7.111363817025581,0.8889204771281977,0.26470296786633685,0.0,0.0,0.0,358.5,44.8125,9.777662224245045,263.0,32.875,3.943801646707328,27.75,3.46875,3.6752976069972894,0.5703598733991357,0.07129498417489197,0.07354753658499423,7.031651089592266,0.8789563861990333,0.4111050150264311,3.28234806129543,0.41029350766192874,0.24847236607777862,1.7543503195709076,0.21929378994636345,0.18322951083536448,2.7686521506944133,0.34608151883680166,0.40904256682955675,15.0,1.875,1.4577379737113252,2.0865546218487396,0.26081932773109245,0.19950440857011073,29.0,3.625,1.5979898086569353,5.0,0.625,0.5175491695067657
20251029,3,361.0,8,361.0,45.125,8.588821638784749,203.95,25.49375,17.178952186157506,11.053324763686605,1.3816655954608257,0.2556780212925609,7.039555656331972,0.8799444570414965,0.31536428206573996,0.0,0.0,0.0,354.25,44.28125,7.8960178706918915,258.0,32.25,4.0970372570571385,30.25,3.78125,3.18040176033514,0.66335012943827,0.08291876617978375,0.06783084399667262,6.726380490854176,0.840797561356772,0.3581785725123176,3.4401098901098903,0.4300137362637363,0.2804211805273875,1.6892084158531524,0.21115105198164405,0.17021253876232836,2.769791480095606,0.34622393501195076,0.4080330738827685,18.0,2.25,1.6690459207925603,1.80718954248366,0.2258986928104575,0.21825765062278005,24.0,3.0,1.6903085094570331,4.0,0.5,0.5345224838248488
20251030,1,331.0,8,331.0,41.375,14.822762418465922,193.08,24.135,16.005643647520976,9.781537380959225,1.2226921726199032,0.2869515604881945,6.833352979510475,0.8541691224388094,0.1603494258649616,0.0,0.0,0.0,329.5,41.1875,14.397885509437042,264.0,33.0,3.7416573867739413,23.0,2.875,2.2598988599366248,0.6240365372885976,0.0780045671610747,0.07344161154204305,6.442565222569966,0.8053206528212458,0.279272231822775,3.2718253968253967,0.4089781746031746,0.3182537517811875,1.713744931012483,0.21421811637656038,0.08821090355753028,2.0723576189262722,0.25904470236578403,0.30406961847746133,11.0,1.375,0.5175491695067657,1.5265151515151514,0.19081439393939392,0.16195040841619826,24.0,3.0,0.9258200997725514,3.0,0.375,0.5175491695067657
20251030,2,329.25,8,329.25,41.15625,18.23553120186757,196.93,24.61625,17.49566880075507,9.724800679829142,1.2156000849786428,0.4004636938641761,6.479237844512987,0.8099047305641234,0.27814781086990126,0.0,0.0,0.0,326.25,40.78125,17.734368116738754,263.0,32.875,5.718079098038831,23.0,2.875,2.434865792722759,0.7691339489903887,0.09614174362379858,0.10807830636108776,5.615665089052185,0.7019581361315231,0.4408802016598494,2.753968253968254,0.34424603174603174,0.33892665755220625,1.286171960792454,0.16077149509905675,0.11297027344485791,3.105475665257602,0.38818445815720026,0.389071460256423,16.0,2.0,1.5118578920369088,2.25974025974026,0.2824675324675325,0.38184910202569233,25.0,3.125,1.5526475085202969,3.0,0.375,0.5175491695067657
20251030,3,328.0,8,329.25,41.15625,14.548525637131954,184.28,23.035,19.10474735317302,8.724883879912344,1.2464119828446205,0.32564260231690373,5.083248998524141,0.7261784283605915,0.26170023672448545,0.0,0.0,0.0,281.5,40.214285714285715,15.067506824447166,225.0,32.142857142857146,6.03955217513604,17.0,2.4285714285714284,1.6375431655524746,0.48997707991606676,0.06999672570229525,0.06891486612785475,5.451092724479821,0.7787275320685458,0.30676812368059564,3.125396825396825,0.446485260770975,0.35874972354489837,1.1704796451001382,0.16721137787144832,0.09927120944955319,1.8976402762977616,0.27109146804253736,0.3296975878711879,17.0,2.4285714285714284,1.3972762620115438,3.112121212121212,0.44458874458874453,0.398523116362426,24.0,3.4285714285714284,0.9759000729485332,3.0,0.42857142857142855,0.5345224838248487
20251031,1,349.25,8,349.25,43.65625,17.115123585798113,112.27000000000001,14.033750000000001,13.97211911271873,10.931918091990687,1.3664897614988358,0.3148461247170199,7.221262041044255,0.9026577551305319,0.34344226336112343,0.0,0.0,0.0,346.25,43.28125,16.622079496432278,249.0,31.125,6.556076788533128,17.25,2.15625,2.4162304614537793,0.4190029433084614,0.05237536791355767,0.061684260381322804,6.6911930980896495,0.8363991372612062,0.34111288636104325,5.424404761904762,0.6780505952380953,0.25098313280115114,1.657835932972049,0.2072294916215061,0.16347206404661904,1.749114850431228,0.2186393563039035,0.3249646789642666,17.0,2.125,1.6420805617960927,2.243137254901961,0.2803921568627451,0.3240421669306574,30.0,3.75,1.164964745021435,3.0,0.375,0.5175491695067657
20251031,2,347.75,8,347.75,43.46875,16.16402393102835,151.41000000000003,18.926250000000003,16.739603116561636,10.864444407294306,1.3580555509117882,0.2660821297892244,7.3446295824858865,0.9180786978107358,0.19734902068656782,0.0,0.0,0.0,346.25,43.28125,15.90509661128425,250.0,31.25,6.7559497587576205,15.25,1.90625,2.1627425545225805,0.42600718190804704,0.05325089773850588,0.068691999534376,5.402232371379377,0.6752790464224221,0.3255490984695977,4.15515873015873,0.5193948412698413,0.36137050795883136,1.4824999058211399,0.18531248822764249,0.1298556097231886,0.9180451948499733,0.11475564935624666,0.07874205767884877,14.0,1.75,1.5811388300841898,1.7696969696969698,0.22121212121212122,0.2221382499090933,26.0,3.25,1.6690459207925603,4.0,0.5,0.5345224838248488
20251031,3,341.0,8,341.0,42.625,18.86985502253339,142.38,17.7975,13.291430912971173,10.361734425705013,1.2952168032131266,0.37800955835567585,7.1098855908453436,0.8887356988556679,0.2819926147767926,0.0,0.0,0.0,339.5,42.4375,18.63883714183908,252.0,31.5,7.727501906456298,9.0,1.125,1.5754817857223413,0.25251806939454435,0.031564758674318044,0.05872986298168872,5.260407720934037,0.6575509651167546,0.4223440366589517,3.3833333333333333,0.42291666666666666,0.3611469762409368,1.4399562425878214,0.17999453032347768,0.15015436836883445,0.8195292192711325,0.10244115240889157,0.08885990615040343,13.0,1.625,1.685018016012207,1.703030303030303,0.21287878787878786,0.215628092378398,22.0,2.75,1.9086270308410553,4.0,0.5,0.5345224838248488
20251101,1,354.5,8,354.5,44.3125,9.23285089851914,212.97000000000003,26.621250000000003,12.407461392818666,9.460681014619418,1.3515258592313455,0.2895337286163349,6.2617829334180835,0.8945404190597263,0.23425461640219147,0.0,0.0,0.0,304.5,43.5,9.46924847422786,225.0,32.142857142857146,2.193062655175134,13.0,1.8571428571428572,1.8811407380072538,0.28957742165390793,0.04136820309341542,0.03619446160264238,5.741327665660258,0.8201896665228939,0.19640707280100536,1.7142857142857142,0.24489795918367346,0.2585332361348787,1.3708088352137295,0.19582983360196135,0.08745169587297383,2.800883303517314,0.40012618621675916,0.40125176842701715,18.0,2.5714285714285716,1.2724180205607036,2.4126984126984126,0.3446712018140589,0.35049237532053434,25.0,3.5714285714285716,0.5345224838248488,4.0,0.5714285714285714,0.5345224838248488
