Lineup,Players,Salary,Score
1,"Cooper Flagg, Aaron Holiday, Jett Howard, Michael Porter Jr., N'Faly Dante, Tyrese Maxey, Vit Krejci, Nikola Jokic",47200,3.494846727878678
2,"Cooper Flagg, Aaron Holiday, Jett Howard, Michael Porter Jr., N'Faly Dante, Shai Gilgeous-Alexander, Vit Krejci, Nikola Jokic",48400,3.4939577817542506
3,"Cooper Flagg, Julian Strawther, Jett Howard, Michael Porter Jr., N'Faly Dante, Tyrese Maxey, Vit Krejci, Nikola Jokic",47200,3.483283666515563
4,"Cooper Flagg, Julian Strawther, Jett Howard, Michael Porter Jr., N'Faly Dante, Shai Gilgeous-Alexander, Vit Krejci, Nikola Jokic",48400,3.4823947203911354
5,"Cooper Flagg, Aaron Holiday, Ja'Kobe Walter, Michael Porter Jr., N'Faly Dante, Tyrese Maxey, Jett Howard, Nikola Jokic",46700,3.481654389876214
6,"Cooper Flagg, Aaron Holiday, Ja'Kobe Walter, Michael Porter Jr., N'Faly Dante, Shai Gilgeous-Alexander, Jett Howard, Nikola Jokic",47900,3.4807654437517863
7,"Cooper Flagg, Aaron Holiday, Jett Howard, Michael Porter Jr., N'Faly Dante, Tyrese Maxey, Luke Travers, Nikola Jokic",46700,3.4790721232404778
8,"Cooper Flagg, Aaron Holiday, Jett Howard, Michael Porter Jr., N'Faly Dante, Shai Gilgeous-Alexander, Luke Travers, Nikola Jokic",47900,3.4781831771160503
9,"Cooper Flagg, Aaron Holiday, Jett Howard, Michael Porter Jr., N'Faly Dante, Tyrese Maxey, Josh Okogie, Nikola Jokic",47200,3.4715040588457615
10,"Cooper Flagg, Aaron Holiday, Jett Howard, Michael Porter Jr., N'Faly Dante, Shai Gilgeous-Alexander, Josh Okogie, Nikola Jokic",48400,3.470615112721334
11,"Cooper Flagg, Julian Strawther, Ja'Kobe Walter, Michael Porter Jr., N'Faly Dante, Tyrese Maxey, Jett Howard, Nikola Jokic",46700,3.4700913285130985
12,"Cooper Flagg, Julian Strawther, Ja'Kobe Walter, Michael Porter Jr., N'Faly Dante, Shai Gilgeous-Alexander, Jett Howard, Nikola Jokic",47900,3.469202382388671
13,"Aaron Holiday, Julian Strawther, Jett Howard, Alperen Sengun, N'Faly Dante, Tyrese Maxey, Michael Porter Jr., Nikola Jokic",49300,3.4682270856472783
14,"Cooper Flagg, Julian Strawther, Jett Howard, Michael Porter Jr., N'Faly Dante, Tyrese Maxey, Luke Travers, Nikola Jokic",46700,3.4675090618773625
