Lineup,Players,Salary,Score
1,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Jabari Smith Jr., Alex Caruso, Luguentz Dort",49900,4.695275501076464
2,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Jabari Smith Jr., Alex Caruso, Steven Adams",49700,4.664927127032582
3,"Luka Doncic, Austin Reaves, Draymond Green, Isaiah Hartenstein, Jabari Smith Jr., Aaron Wiggins, Alex Caruso, Luguentz Dort",48600,4.5575941350482605
4,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Jabari Smith Jr., Alex Caruso, Ajay Mitchell",49300,4.5886926776402746
5,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Aaron Wiggins, Luguentz Dort, Steven Adams",49300,4.566212914114683
6,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Jabari Smith Jr., Aaron Wiggins, Ajay Mitchell",49700,4.557206858554327
7,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Rui Hachimura, Isaiah Hartenstein, Luguentz Dort, Steven Adams",49900,4.575113959056303
8,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Alex Caruso, Luguentz Dort, Steven Adams",48900,4.59769873320063
9,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Aaron Wiggins, Alex Caruso, Luguentz Dort",49700,4.570645004254791
10,"Luka Doncic, Chet Holmgren, Austin Reaves, Draymond Green, Isaiah Hartenstein, Aaron Wiggins, Steven Adams, Ajay Mitchell",50000,4.504969302473224
11,"Luka Doncic, Austin Reaves, Draymond Green, Rui Hachimura, Isaiah Hartenstein, Jabari Smith Jr., Alex Caruso, Luguentz Dort",49200,4.566495179989881
12,"Luka Doncic, Austin Reaves, Deandre Ayton, Draymond Green, Isaiah Hartenstein, Aaron Wiggins, Alex Caruso, Steven Adams",49500,4.540296630210909
13,"Luka Doncic, Chet Holmgren, Austin Reaves, Draymond Green, Isaiah Hartenstein, Alex Caruso, Luguentz Dort, Ajay Mitchell",49800,4.566803495603054
14,"Luka Doncic, Austin Reaves, Draymond Green, Isaiah Hartenstein, Jabari Smith Jr., Aaron Wiggins, Luguentz Dort, Steven Adams",48200,4.553162044908152
