Lineup,Players,Salary,Score
1,"Tyrese Maxey, Gary Harris, Jalen Johnson, Giannis Antetokounmpo, Kevon Looney, Jaden Springer, Paolo Banchero, Zach Collins",49100,3.3517566381805026
2,"Tyrese Maxey, Gary Harris, Jalen Johnson, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Paolo Banchero, Zach Collins",49100,3.3515254094640947
3,"Tyrese Maxey, Gary Harris, Jalen Johnson, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Paolo Banchero, Kevon Looney",49100,3.3512231681909013
4,"Tyrese Maxey, Gary Harris, Cooper Flagg, Giannis Antetokounmpo, Kevon Looney, Jaden Springer, Jalen Johnson, Zach Collins",48300,3.349252664127735
5,"Tyrese Maxey, Gary Harris, Cooper Flagg, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Jalen Johnson, Zach Collins",48300,3.349021435411327
6,"Tyrese Maxey, Gary Harris, Cooper Flagg, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Jalen Johnson, Kevon Looney",48300,3.348719194138134
7,"Tyrese Maxey, Gary Harris, Dalen Terry, Giannis Antetokounmpo, Kevon Looney, Jaden Springer, Jalen Johnson, Zach Collins",44000,3.337130290797055
8,"Tyrese Maxey, Gary Harris, Dalen Terry, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Jalen Johnson, Zach Collins",44000,3.336899062080647
9,"Tyrese Maxey, Gary Harris, Dalen Terry, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Jalen Johnson, Kevon Looney",44000,3.336596820807454
10,"Tyrese Maxey, Gary Harris, Jalen Johnson, Giannis Antetokounmpo, Jericho Sims, Jaden Springer, Paolo Banchero, Zach Collins",49200,3.333711449154377
11,"Tyrese Maxey, Gary Harris, Jalen Johnson, Giannis Antetokounmpo, Jericho Sims, Jaden Springer, Paolo Banchero, Kevon Looney",49200,3.333409207881184
12,"Tyrese Maxey, Garrett Temple, Jalen Johnson, Giannis Antetokounmpo, Kevon Looney, Jaden Springer, Paolo Banchero, Zach Collins",49000,3.3332387944632123
13,"Tyrese Maxey, Gary Harris, Jalen Johnson, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Paolo Banchero, Jericho Sims",49200,3.333177979164776
14,"Tyrese Maxey, Garrett Temple, Jalen Johnson, Giannis Antetokounmpo, Hunter Dickinson, Jaden Springer, Paolo Banchero, Zach Collins",49000,3.3330075657468043
