Lineup,Players,Salary,Score
1,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Dominick Barlow, Mouhamed Gueye, Cedric Coward, VJ Edgecombe, Nikola Jokic",50000,5.057033590162653
2,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Aaron Gordon, Dominick Barlow, VJ Edgecombe, Pascal Siakam, Mouhamed Gueye",49200,5.055567805628828
3,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Dominick Barlow, Mouhamed Gueye, VJ Edgecombe, Jarace Walker, Nikola Jokic",48900,5.0093187069365825
4,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Aaron Gordon, Mouhamed Gueye, VJ Edgecombe, Pascal Siakam, Ryan Kalkbrenner",49100,5.001218717458973
5,"Tre Jones, Bennedict Mathurin, Nickeil Alexander-Walker, Dominick Barlow, Mouhamed Gueye, VJ Edgecombe, Pascal Siakam, Nikola Jokic",47800,5.0004146358131445
6,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Aaron Gordon, Mouhamed Gueye, Cedric Coward, Pascal Siakam, VJ Edgecombe",50000,5.000381882754072
7,"Shai Gilgeous-Alexander, Ben Sheppard, Bennedict Mathurin, Dominick Barlow, Mouhamed Gueye, Nickeil Alexander-Walker, VJ Edgecombe, Nikola Jokic",49500,4.9920572888177634
8,"Ajay Mitchell, Bennedict Mathurin, Nickeil Alexander-Walker, Dominick Barlow, Mouhamed Gueye, VJ Edgecombe, Pascal Siakam, Nikola Jokic",47900,4.981943419155735
9,"Jamal Murray, Bennedict Mathurin, Nickeil Alexander-Walker, Dominick Barlow, Mouhamed Gueye, Shai Gilgeous-Alexander, Pascal Siakam, VJ Edgecombe",49500,4.980023446084082
10,"Collin Sexton, Bennedict Mathurin, Nickeil Alexander-Walker, Dominick Barlow, Mouhamed Gueye, VJ Edgecombe, Pascal Siakam, Nikola Jokic",48400,4.970196423927695
11,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Aaron Gordon, Dominick Barlow, Tyrese Maxey, VJ Edgecombe, Mouhamed Gueye",49900,4.955721765895081
12,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Jarace Walker, Mouhamed Gueye, Cedric Coward, VJ Edgecombe, Nikola Jokic",49700,4.9541327840618266
13,"Shai Gilgeous-Alexander, Bennedict Mathurin, Nickeil Alexander-Walker, Aaron Gordon, Mouhamed Gueye, VJ Edgecombe, Jarace Walker, Pascal Siakam",48900,4.9526669995280015
14,"Jamal Murray, Bennedict Mathurin, Nickeil Alexander-Walker, Aaron Gordon, Mouhamed Gueye, VJ Edgecombe, Dominick Barlow, Nikola Jokic",49100,4.952479078664455
