Lineup,Players,Salary,Score
1,"Isaiah Joe, Will Richard, Mason Plumlee, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",25000,3.7382478355025115
2,"Isaiah Joe, Mason Plumlee, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton, Jase Richardson",24700,3.6918845332996955
3,"Shai Gilgeous-Alexander, Isaiah Joe, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton, Will Riley",32500,3.6632020421343814
4,"Isaiah Joe, Will Richard, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton, Will Riley",25000,3.714975818123495
5,"Isaiah Joe, Will Richard, Bismack Biyombo, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",25300,3.6949339527776193
6,"Isaiah Joe, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton, Will Riley, Jase Richardson",24700,3.6686125159206786
7,"Isaiah Joe, Goga Bitadze, Will Richard, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",25500,3.6441982691626063
8,"Shai Gilgeous-Alexander, Isaiah Joe, Mason Plumlee, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",32500,3.6864740595133982
9,"Shai Gilgeous-Alexander, Isaiah Joe, Bismack Biyombo, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",32800,3.6431601767885056
10,"Isaiah Joe, Will Richard, Trayce Jackson-Davis, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",25200,3.646701768039818
11,"Shai Gilgeous-Alexander, Aaron Wiggins, Isaiah Joe, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",35000,3.6247708376909724
12,"Isaiah Joe, Bismack Biyombo, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton, Jase Richardson",25000,3.6485706505748032
13,"Isaiah Joe, Will Richard, Amir Coffey, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton",25200,3.6477601763125636
14,"Isaiah Joe, Will Richard, Jonathan Isaac, Jett Howard, Branden Carlson, Ousmane Dieng, Pat Connaughton, Jase Richardson",25000,3.6351350991584215
