Lineup,Players,Salary,Score
1,"Jalen Johnson, Jaden Springer, Giannis Antetokounmpo, Tyrese Maxey, Zach Collins, Kevon Looney, Paolo Banchero, Gary Harris",49100,3.351756638180503
2,"Hunter Dickinson, Cooper Flagg, Cade Cunningham, Garrett Temple, Deni Avdija, Jericho Sims, Dalen Terry, Jett Howard",41000,3.0307930397696996
3,"Jalen Johnson, Jaden Springer, Giannis Antetokounmpo, Tyrese Maxey, Zach Collins, Kevon Looney, Paolo Banchero, Gary Harris",49100,3.351756638180503
4,"Hunter Dickinson, Cooper Flagg, Cade Cunningham, Garrett Temple, Deni Avdija, Jericho Sims, Dalen Terry, Jett Howard",41000,3.0307930397696996
5,"Jalen Johnson, Jaden Springer, Giannis Antetokounmpo, Tyrese Maxey, Zach Collins, Kevon Looney, Paolo Banchero, Gary Harris",49100,3.351756638180503
6,"Hunter Dickinson, Cooper Flagg, Cade Cunningham, Garrett Temple, Deni Avdija, Jericho Sims, Dalen Terry, Jett Howard",41000,3.0307930397696996
7,"Jalen Johnson, Jaden Springer, Giannis Antetokounmpo, Tyrese Maxey, Zach Collins, Kevon Looney, Paolo Banchero, Gary Harris",49100,3.351756638180503
8,"Hunter Dickinson, Cooper Flagg, Cade Cunningham, Garrett Temple, Deni Avdija, Jericho Sims, Dalen Terry, Jett Howard",41000,3.0307930397696996
9,"Jalen Johnson, Jaden Springer, Giannis Antetokounmpo, Tyrese Maxey, Zach Collins, Kevon Looney, Paolo Banchero, Gary Harris",49100,3.351756638180503
10,"Hunter Dickinson, Cooper Flagg, Cade Cunningham, Garrett Temple, Deni Avdija, Jericho Sims, Dalen Terry, Jett Howard",41000,3.0307930397696996
11,"Jalen Johnson, Jaden Springer, Giannis Antetokounmpo, Tyrese Maxey, Zach Collins, Kevon Looney, Paolo Banchero, Gary Harris",49100,3.351756638180503
12,"Hunter Dickinson, Cooper Flagg, Cade Cunningham, Garrett Temple, Deni Avdija, Jericho Sims, Dalen Terry, Jett Howard",41000,3.0307930397696996
13,"Jalen Johnson, Jaden Springer, Giannis Antetokounmpo, Tyrese Maxey, Zach Collins, Kevon Looney, Paolo Banchero, Gary Harris",49100,3.351756638180503
14,"Hunter Dickinson, Cooper Flagg, Cade Cunningham, Garrett Temple, Deni Avdija, Jericho Sims, Dalen Terry, Jett Howard",41000,3.0307930397696996
