Lineup,Players,Salary,Score
1,"Giannis Antetokounmpo, Kawhi Leonard, Johnny Juzang, Jaylen Clark, Luke Travers, Anthony Gill, AJ Johnson, Jericho Sims",37500,3.6721377829162494
2,"Giannis Antetokounmpo, Kawhi Leonard, Terrence Shannon Jr., Johnny Juzang, Jaylen Clark, Joan Beringer, Anthony Gill, AJ Johnson",38700,3.6053466950640645
3,"Austin Reaves, Kawhi Leonard, Johnny Juzang, Jaylen Clark, Luke Travers, Anthony Gill, AJ Johnson, Jericho Sims",33800,3.6339972974847408
4,"Giannis Antetokounmpo, Kawhi Leonard, Terrence Shannon Jr., Johnny Juzang, Jaylen Clark, Joan Beringer, AJ Johnson, Jericho Sims",38700,3.5797369549945115
5,"Giannis Antetokounmpo, Kawhi Leonard, Terrence Shannon Jr., Johnny Juzang, Jaylen Clark, Anthony Gill, AJ Johnson, Jericho Sims",38700,3.6509616783497503
6,"Austin Reaves, Kawhi Leonard, Johnny Juzang, Jaylen Clark, Joan Beringer, Anthony Gill, AJ Johnson, Jericho Sims",33800,3.59826846818224
7,"Giannis Antetokounmpo, Kawhi Leonard, Johnny Juzang, Jaylen Clark, Joan Beringer, Anthony Gill, AJ Johnson, Jericho Sims",37500,3.6364089536137483
8,"Giannis Antetokounmpo, Kawhi Leonard, Terrence Shannon Jr., Johnny Juzang, Jaylen Clark, Luke Travers, AJ Johnson, Jericho Sims",38700,3.615465784297012
9,"Giannis Antetokounmpo, Austin Reaves, Kawhi Leonard, Johnny Juzang, Jaylen Clark, Anthony Gill, AJ Johnson, Jericho Sims",42200,3.631914411861012
10,"Giannis Antetokounmpo, Kawhi Leonard, Johnny Juzang, Jaylen Clark, Joan Beringer, Luke Travers, Anthony Gill, AJ Johnson",37500,3.626522799630564
11,"Giannis Antetokounmpo, Austin Reaves, Kawhi Leonard, Terrence Shannon Jr., Johnny Juzang, Jaylen Clark, Luke Travers, Anthony Gill",43400,3.5623224221119747
12,"Giannis Antetokounmpo, Kawhi Leonard, Jaylen Clark, Luke Travers, Anthony Gill, Tristan Vukcevic, AJ Johnson, Jericho Sims",37200,3.5861656185506927
13,"Giannis Antetokounmpo, Kawhi Leonard, Terrence Shannon Jr., Johnny Juzang, Jaylen Clark, Luke Travers, Anthony Gill, AJ Johnson",38700,3.641075524366565
14,"Giannis Antetokounmpo, Austin Reaves, Kawhi Leonard, Johnny Juzang, Jaylen Clark, Luke Travers, Anthony Gill, AJ Johnson",42200,3.6220282578778273
