Lineup,Players,Salary,Score
1,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Quenton Jackson, Tyrese Martin, Ryan Rollins",49600,4.196170355754679
2,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Quenton Jackson, Tyrese Martin, Russell Westbrook",49800,4.190315581602875
3,"Cade Cunningham, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Ryan Rollins, Tyrese Martin, Jusuf Nurkic",50000,4.163969463861077
4,"Keyonte George, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Russell Westbrook, Tyrese Martin, Ryan Rollins",48400,4.15406713681978
5,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Quenton Jackson, Tyrese Martin, Ryan Rollins",49500,4.149787930675288
6,"Cade Cunningham, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Ryan Rollins, Tyrese Martin, Jusuf Nurkic",49200,4.148921639836319
7,"Keyonte George, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Tyrese Martin, Karl-Anthony Towns, Jusuf Nurkic",49800,4.146644902445662
8,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Quenton Jackson, Tyrese Martin, Russell Westbrook",49700,4.1439331565234845
9,"Cade Cunningham, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Russell Westbrook, Tyrese Martin, Jusuf Nurkic",49400,4.143066865684515
10,"Keyonte George, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Ryan Rollins, Karl-Anthony Towns, Tyrese Martin",50000,4.141956694918612
11,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Quenton Jackson, Tyrese Martin, Jusuf Nurkic",48500,4.1394283141775805
12,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Quenton Jackson, Tyrese Martin, Ryan Rollins",48700,4.134740106650531
13,"Quenton Jackson, Russell Westbrook, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Ryan Rollins, Karl-Anthony Towns, Tyrese Martin",49800,4.134486588163797
14,"Keyonte George, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Russell Westbrook, Isaiah Stewart, Ryan Rollins",49500,4.131637036396589
15,"Keyonte George, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Tyrese Martin, Karl-Anthony Towns, Jusuf Nurkic",49000,4.131597078420905
16,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Quenton Jackson, Tyrese Martin, Russell Westbrook",48900,4.128885332498727
17,"Derrick White, Cedric Coward, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Keyonte George, Tyrese Martin, Quenton Jackson",49500,4.1280537913236515
18,"Derrick White, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Russell Westbrook, Tyrese Martin, Ryan Rollins",48500,4.127269999895716
19,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Quenton Jackson, Tyrese Martin, Jusuf Nurkic",47700,4.124380490152824
20,"Cade Cunningham, Jordan Clarkson, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Keyonte George, Tyrese Martin, Quenton Jackson",50000,4.122404270657956
21,"Jalen Brunson, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Quenton Jackson, Tyrese Martin, Jusuf Nurkic",49300,4.121826893880359
22,"Derrick White, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Tyrese Martin, Karl-Anthony Towns, Jusuf Nurkic",49900,4.119847765521598
23,"Keyonte George, Quenton Jackson, Lauri Markkanen, Giannis Antetokounmpo, Isaiah Stewart, Tyrese Martin, Tari Eason, Jusuf Nurkic",49400,4.112556472530491
24,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jonas Valanciunas, Quenton Jackson, Isaiah Stewart, Ryan Rollins",49800,4.112310006227339
25,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Quenton Jackson, Tyrese Martin, Nic Claxton",49400,4.112296501527477
26,"Derrick White, Keyonte George, Tari Eason, Giannis Antetokounmpo, Jusuf Nurkic, Quenton Jackson, Naz Reid, Tyrese Martin",49300,4.111607179337206
27,"Keyonte George, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Tyrese Martin, Julius Randle, Jusuf Nurkic",50000,4.111087242760945
28,"Derrick White, Keyonte George, Jarace Walker, Giannis Antetokounmpo, Jusuf Nurkic, Quenton Jackson, Tari Eason, Tyrese Martin",49500,4.110024102427623
29,"Keyonte George, Quenton Jackson, Lauri Markkanen, Giannis Antetokounmpo, Jonas Valanciunas, Ryan Rollins, Tari Eason, Tyrese Martin",49600,4.1078682650034395
30,"Keyonte George, Quenton Jackson, Tari Eason, Giannis Antetokounmpo, Isaiah Stewart, Russell Westbrook, Tyrese Martin, Ryan Rollins",48300,4.10768471174039
